ClaimID,PolicyNo,ClaimDate,ClaimType,ClaimAmount,Status,SettlementDate
CLM02862,POL11116,07/05/2023,Flood,,Pending,
CLM02863,POL17942,21/05/2022,Accident,250000,Approved,18/08/2022
CLM02864,POL27238,16/12/2023,Fire,120000,Rejected,
CLM02865,POL16309,29/06/2023,Collision,,Pending,
CLM02866,POL20148,29/01/2025,Theft,45000,Approved,13/02/2025
CLM02867,POL07600,14/04/2024,Fire,45000,Rejected,
CLM02868,POL15824,26/08/2021,Theft,500000,Under Review,
CLM02869,POL13529,14/07/2022,Flood,250000,Under Review,
CLM02870,POL17482,05/03/2021,Theft,75000,Under Review,
CLM02871,POL24341,23/04/2021,Fire,120000,Under Review,
CLM02872,POL13201,12/05/2024,Illness,120000,Under Review,
CLM02873,POL00646,13/08/2024,Flood,45000,Rejected,
CLM02874,POL09669,02/10/2022,Flood,75000,Pending,
CLM02875,POL26050,28/03/2024,Flood,90000,Under Review,
CLM02876,POL13310,24/02/2025,Collision,120000,Approved,29/03/2025
CLM02877,POL11745,22/01/2023,Burglary,,Under Review,
CLM02878,POL19964,05/11/2022,Accident,120000,Approved,27/11/2022
CLM02879,POL17265,01/12/2021,Collision,120000,Pending,
CLM02880,POL20460,10/02/2024,Collision,120000,Rejected,
CLM02881,POL27757,05/01/2024,Flood,250000,Pending,
CLM02882,POL27414,09/11/2021,Accident,45000,Pending,
CLM02883,POL23514,20/11/2024,Illness,75000,Approved,12/12/2024
CLM02884,POL12800,01/04/2022,Burglary,,Approved,24/06/2022
CLM02885,POL15947,01/06/2020,Fire,,Pending,
CLM02886,POL23701,14/12/2023,Fire,45000,Under Review,
CLM02887,POL27849,04/10/2021,Accident,500000,Pending,
CLM02888,POL25532,19/12/2023,Illness,75000,Pending,
CLM02889,POL16395,09/07/2022,Burglary,45000,Under Review,
CLM02890,POL17041,23/07/2024,Flood,120000,Pending,
CLM02891,POL18698,21/05/2025,Illness,120000,Approved,05/08/2025
CLM02892,POL03413,15/05/2023,Collision,75000,Rejected,
CLM02893,POL25121,08/05/2021,Burglary,75000,Pending,
CLM02894,POL27633,21/11/2022,Flood,45000,Pending,
CLM02895,POL27279,14/02/2025,Accident,90000,Rejected,
CLM02896,POL10795,25/03/2026,Theft,75000,Pending,
CLM02897,POL29419,14/09/2022,Illness,250000,Approved,25/09/2022
CLM02898,POL00127,16/11/2025,Burglary,75000,Pending,
CLM02899,POL17662,14/06/2022,Illness,120000,Approved,30/07/2022
CLM02900,POL01000,09/03/2023,Collision,120000,Under Review,
CLM02901,POL24351,24/03/2025,Collision,75000,Under Review,
CLM02902,POL05411,19/04/2025,Flood,90000,Under Review,
CLM02903,POL17727,24/07/2021,Theft,45000,Pending,
CLM02904,POL09118,25/05/2024,Collision,120000,Under Review,
CLM02905,POL15014,28/02/2022,Collision,90000,Pending,
CLM02906,POL00474,11/10/2022,Collision,45000,Pending,
CLM02907,POL22414,19/08/2024,Theft,500000,Rejected,
CLM02908,POL23946,01/04/2023,Collision,75000,Pending,
CLM02909,POL08529,20/12/2021,Fire,120000,Approved,09/02/2022
CLM02910,POL04486,15/05/2020,Accident,45000,Under Review,
CLM02911,POL27270,13/08/2025,Theft,45000,Pending,
CLM02912,POL08233,15/01/2022,Collision,75000,Rejected,
CLM02913,POL01199,29/03/2023,Accident,500000,Pending,
CLM02914,POL16463,10/12/2021,Burglary,45000,Under Review,
CLM02915,POL26306,17/04/2022,Flood,500000,Approved,06/06/2022
CLM02916,POL06959,15/04/2024,Illness,250000,Approved,08/06/2024
CLM02917,POL02388,08/01/2023,Flood,500000,Under Review,
CLM02918,POL11389,24/10/2024,Illness,120000,Pending,
CLM02919,POL08404,18/01/2021,Collision,90000,Rejected,
CLM02920,POL17061,20/08/2022,Burglary,500000,Pending,
CLM02921,POL13861,19/04/2024,Illness,75000,Approved,29/05/2024
CLM02922,POL13176,28/04/2023,Flood,500000,Pending,
CLM02923,POL13802,08/06/2024,Accident,90000,Pending,
CLM02924,POL09557,18/12/2020,Flood,,Pending,
CLM02925,POL22529,26/09/2023,Burglary,500000,Approved,24/10/2023
CLM02926,POL21713,08/06/2023,Flood,75000,Rejected,
CLM02927,POL05858,17/08/2023,Fire,45000,Under Review,
CLM02928,POL23528,16/10/2022,Fire,45000,Rejected,
CLM02929,POL22351,15/11/2020,Collision,120000,Rejected,
CLM02930,POL06956,05/11/2022,Illness,500000,Rejected,
CLM02931,POL00604,01/10/2026,Theft,75000,Pending,
CLM02932,POL27429,30/04/2023,Theft,,Pending,
CLM02933,POL01139,09/07/2023,Collision,90000,Approved,10/10/2023
CLM02934,POL17147,19/07/2023,Fire,250000,Approved,05/11/2023
CLM02935,POL16355,09/10/2026,Accident,250000,Rejected,
CLM02936,POL29755,02/02/2025,Flood,,Under Review,
CLM02937,POL10779,18/07/2022,Theft,250000,Approved,28/08/2022
CLM02938,POL03082,08/01/2023,Theft,500000,Under Review,
CLM02939,POL13330,17/01/2024,Burglary,500000,Pending,
CLM02940,POL06051,13/10/2021,Collision,90000,Rejected,
CLM02941,POL04388,11/11/2024,Burglary,90000,Under Review,
CLM02942,POL04425,05/11/2020,Burglary,,Approved,31/01/2021
CLM02943,POL03373,03/02/2025,Fire,75000,Approved,28/02/2025
CLM02944,POL28530,22/07/2023,Burglary,250000,Under Review,
CLM02945,POL02553,08/09/2021,Illness,120000,Rejected,
CLM02946,POL21517,24/08/2025,Collision,45000,Pending,
CLM02947,POL06845,26/01/2024,Fire,500000,Approved,05/03/2024
CLM02948,POL03975,22/03/2025,Accident,45000,Rejected,
CLM02949,POL10029,05/11/2023,Accident,90000,Approved,20/01/2024
CLM02950,POL29337,25/03/2025,Collision,90000,Under Review,
CLM02951,POL05944,29/03/2025,Theft,75000,Pending,
CLM02952,POL19016,04/03/2024,Fire,120000,Under Review,
CLM02953,POL22829,15/09/2022,Accident,120000,Under Review,
CLM02954,POL24841,19/11/2022,Theft,500000,Rejected,
CLM02955,POL07232,26/11/2021,Fire,45000,Rejected,
CLM02956,POL05953,28/02/2020,Collision,45000,Rejected,
CLM02957,POL28416,12/05/2028,Illness,45000,Approved,20/08/2028
CLM02958,POL11259,09/12/2024,Flood,250000,Rejected,
CLM02959,POL22475,17/06/2020,Collision,120000,Under Review,
CLM02960,POL09895,07/11/2024,Collision,75000,Rejected,
CLM02961,POL07658,19/03/2027,Collision,90000,Rejected,
CLM02962,POL27536,08/02/2025,Collision,120000,Approved,08/05/2025
CLM02963,POL01475,29/10/2023,Accident,250000,Approved,06/02/2024
CLM02964,POL29610,07/06/2024,Fire,,Under Review,
CLM02965,POL11263,19/01/2024,Burglary,500000,Under Review,
CLM02966,POL26565,01/01/2025,Accident,250000,Approved,18/03/2025
CLM02967,POL07705,19/06/2022,Collision,45000,Rejected,
CLM02968,POL20256,02/06/2025,Fire,120000,Approved,12/08/2025
CLM02969,POL29908,09/05/2026,Accident,45000,Rejected,
CLM02970,POL05483,21/03/2023,Burglary,45000,Rejected,
CLM02971,POL22855,03/09/2025,Collision,250000,Approved,15/12/2025
CLM02972,POL04154,06/08/2021,Accident,250000,Rejected,
CLM02973,POL01631,07/08/2025,Burglary,90000,Pending,
CLM02974,POL04867,31/10/2023,Collision,120000,Approved,11/12/2023
CLM02975,POL11041,18/02/2023,Illness,120000,Rejected,
CLM02976,POL15772,22/06/2025,Flood,500000,Under Review,
CLM02977,POL00180,22/11/2020,Illness,90000,Rejected,
CLM02978,POL21213,22/02/2021,Illness,45000,Approved,20/03/2021
CLM02979,POL05036,13/12/2020,Burglary,500000,Under Review,
CLM02980,POL02607,19/01/2025,Flood,90000,Approved,05/05/2025
CLM02981,POL10295,21/04/2023,Burglary,45000,Under Review,
CLM02982,POL29916,26/08/2026,Illness,90000,Pending,
CLM02983,POL02504,04/03/2025,Theft,120000,Under Review,
CLM02984,POL03646,20/09/2020,Flood,120000,Approved,11/01/2021
CLM02985,POL04498,22/02/2023,Accident,,Approved,06/04/2023
CLM02986,POL01451,18/09/2020,Fire,90000,Approved,16/01/2021
CLM02987,POL09357,17/10/2021,Accident,75000,Approved,13/12/2021
CLM02988,POL11947,04/12/2024,Fire,90000,Approved,05/03/2025
CLM02989,POL00466,24/10/2024,Burglary,250000,Under Review,
CLM02990,POL09646,03/10/2024,Theft,75000,Approved,02/11/2024
CLM02991,POL02436,25/03/2022,Accident,120000,Approved,23/04/2022
CLM02992,POL23640,24/05/2025,Illness,500000,Under Review,
CLM02993,POL14306,21/10/2020,Theft,250000,Approved,29/01/2021
CLM02994,POL11768,05/10/2024,Flood,250000,Under Review,
CLM02995,POL20618,31/08/2022,Burglary,45000,Pending,
CLM02996,POL10852,02/11/2024,Burglary,75000,Under Review,
CLM02997,POL14452,15/10/2023,Accident,,Rejected,
CLM02998,POL29309,24/04/2025,Illness,90000,Under Review,
CLM02999,POL11274,25/12/2021,Collision,500000,Approved,27/02/2022
CLM03000,POL24184,23/03/2022,Theft,90000,Rejected,
CLM03001,POL03142,15/12/2023,Theft,45000,Rejected,
CLM03002,POL13645,19/04/2024,Collision,500000,Rejected,
CLM03003,POL17089,09/08/2023,Collision,90000,Pending,
CLM03004,POL29475,16/12/2022,Illness,75000,Under Review,
CLM03005,POL01781,25/08/2021,Flood,45000,Approved,08/11/2021
CLM03006,POL00731,30/09/2020,Collision,120000,Under Review,
CLM03007,POL26055,06/11/2024,Flood,250000,Pending,
CLM03008,POL17653,07/08/2023,Fire,90000,Pending,
CLM03009,POL18014,27/04/2023,Theft,90000,Approved,16/06/2023
CLM03010,POL23950,09/03/2022,Flood,45000,Rejected,
CLM03011,POL03902,03/04/2022,Theft,45000,Under Review,
CLM03012,POL00965,04/08/2022,Accident,500000,Under Review,
CLM03013,POL26807,15/08/2024,Flood,500000,Rejected,
CLM03014,POL29158,02/02/2023,Theft,45000,Rejected,
CLM03015,POL04876,01/02/2024,Theft,250000,Approved,28/02/2024
CLM03016,POL16986,16/01/2022,Burglary,250000,Approved,16/05/2022
CLM03017,POL20296,05/12/2025,Burglary,45000,Approved,20/01/2026
CLM03018,POL22756,18/05/2022,Burglary,500000,Rejected,
CLM03019,POL23696,21/06/2023,Flood,45000,Pending,
CLM03020,POL17731,09/07/2024,Illness,75000,Under Review,
CLM03021,POL08123,14/07/2026,Illness,120000,Pending,
CLM03022,POL23352,02/09/2026,Flood,250000,Approved,23/10/2026
CLM03023,POL18655,10/02/2024,Fire,45000,Approved,13/03/2024
CLM03024,POL07454,01/05/2020,Fire,,Under Review,
CLM03025,POL16248,13/07/2024,Fire,45000,Pending,
CLM03026,POL29593,06/07/2022,Theft,250000,Pending,
CLM03027,POL08785,26/06/2021,Burglary,90000,Rejected,
CLM03028,POL11091,21/11/2022,Accident,90000,Under Review,
CLM03029,POL16196,22/03/2022,Illness,45000,Approved,11/04/2022
CLM03030,POL18995,01/07/2025,Burglary,250000,Pending,
CLM03031,POL09996,21/03/2024,Theft,250000,Approved,19/04/2024
CLM03032,POL27595,18/07/2022,Theft,250000,Pending,
CLM03033,POL25492,17/01/2023,Accident,75000,Pending,
CLM03034,POL07929,15/06/2022,Fire,120000,Under Review,
CLM03035,POL20522,29/03/2021,Flood,120000,Under Review,
CLM03036,POL25976,14/09/2020,Theft,120000,Approved,10/12/2020
CLM03037,POL07066,09/06/2021,Accident,,Pending,
CLM03038,POL17729,19/02/2023,Burglary,75000,Under Review,
CLM03039,POL03703,18/12/2024,Accident,75000,Under Review,
CLM03040,POL11756,24/07/2024,Flood,45000,Approved,17/10/2024
CLM03041,POL03112,03/12/2021,Theft,250000,Under Review,
CLM03042,POL17542,27/10/2024,Accident,75000,Approved,01/02/2025
CLM03043,POL11370,23/01/2026,Flood,75000,Approved,10/03/2026
CLM03044,POL18207,20/03/2025,Illness,120000,Pending,
CLM03045,POL05896,18/05/2021,Theft,250000,Under Review,
CLM03046,POL27551,28/11/2024,Burglary,250000,Rejected,
CLM03047,POL16925,09/05/2024,Fire,250000,Pending,
CLM03048,POL20321,11/11/2020,Fire,45000,Under Review,
CLM03049,POL28552,27/06/2024,Burglary,90000,Pending,
CLM03050,POL05045,10/08/2022,Flood,45000,Rejected,
CLM03051,POL23441,20/11/2023,Collision,90000,Rejected,
CLM03052,POL21109,17/09/2023,Theft,90000,Pending,
CLM03053,POL21080,11/03/2025,Illness,75000,Approved,30/04/2025
CLM03054,POL24293,18/12/2024,Collision,75000,Pending,
CLM03055,POL00770,21/07/2024,Burglary,45000,Approved,17/10/2024
CLM03056,POL24609,24/12/2020,Theft,250000,Pending,
CLM03057,POL05185,01/12/2021,Flood,120000,Approved,13/03/2022
CLM03058,POL02081,29/10/2022,Burglary,75000,Pending,
CLM03059,POL28955,28/11/2020,Illness,500000,Approved,11/03/2021
CLM03060,POL11497,25/08/2026,Collision,120000,Rejected,
CLM03061,POL11013,12/10/2021,Illness,500000,Pending,
CLM03062,POL18256,29/06/2021,Fire,120000,Under Review,
CLM03063,POL00225,22/11/2024,Fire,120000,Rejected,
CLM03064,POL12044,04/10/2024,Theft,120000,Approved,20/01/2025
CLM03065,POL12052,11/09/2021,Accident,250000,Pending,
CLM03066,POL07146,11/05/2023,Accident,45000,Approved,07/09/2023
CLM03067,POL21538,08/08/2025,Flood,500000,Under Review,
CLM03068,POL25898,03/04/2024,Flood,45000,Rejected,
CLM03069,POL05584,06/08/2025,Illness,75000,Approved,29/09/2025
CLM03070,POL19154,06/12/2022,Burglary,45000,Approved,08/01/2023
CLM03071,POL13390,06/11/2021,Burglary,500000,Under Review,
CLM03072,POL20089,10/06/2023,Accident,75000,Under Review,
CLM03073,POL15516,19/06/2023,Fire,45000,Under Review,
CLM03074,POL09188,04/04/2023,Illness,250000,Approved,24/07/2023
CLM03075,POL07184,22/05/2026,Accident,75000,Rejected,
CLM03076,POL08397,28/01/2024,Accident,250000,Pending,
CLM03077,POL15599,25/02/2024,Theft,90000,Rejected,
CLM03078,POL20159,16/03/2021,Burglary,90000,Approved,27/06/2021
CLM03079,POL04298,16/01/2025,Collision,120000,Pending,
CLM03080,POL01772,21/11/2021,Theft,45000,Pending,
CLM03081,POL08624,06/03/2024,Illness,250000,Pending,
CLM03082,POL22356,15/05/2021,Flood,500000,Rejected,
CLM03083,POL03765,05/03/2025,Collision,500000,Pending,
CLM03084,POL19481,31/05/2025,Flood,75000,Pending,
CLM03085,POL11541,15/12/2026,Fire,120000,Rejected,
CLM03086,POL05798,20/02/2025,Accident,75000,Under Review,
CLM03087,POL24587,10/02/2025,Burglary,90000,Pending,
CLM03088,POL22256,30/04/2023,Burglary,45000,Under Review,
CLM03089,POL08783,25/06/2024,Illness,45000,Under Review,
CLM03090,POL00512,16/05/2020,Burglary,500000,Pending,
CLM03091,POL24034,17/02/2024,Accident,90000,Approved,07/03/2024
CLM03092,POL04822,08/10/2024,Illness,,Under Review,
CLM03093,POL17399,12/02/2024,Collision,75000,Under Review,
CLM03094,POL10313,07/10/2021,Collision,45000,Pending,
CLM03095,POL10390,18/02/2024,Accident,500000,Pending,
CLM03096,POL19615,24/09/2022,Illness,120000,Rejected,
CLM03097,POL05228,29/04/2026,Accident,250000,Approved,07/05/2026
CLM03098,POL06516,18/08/2022,Collision,250000,Under Review,
CLM03099,POL04261,29/07/2026,Flood,90000,Rejected,
CLM03100,POL07956,28/02/2023,Collision,45000,Under Review,
CLM03101,POL09558,20/06/2020,Flood,45000,Approved,11/08/2020
CLM03102,POL03678,16/05/2025,Illness,90000,Pending,
CLM03103,POL06360,22/04/2025,Collision,45000,Approved,27/05/2025
CLM03104,POL16338,16/04/2022,Collision,45000,Approved,30/05/2022
CLM03105,POL05929,12/02/2024,Flood,,Approved,15/05/2024
CLM03106,POL15880,04/11/2023,Flood,,Under Review,
CLM03107,POL25047,17/07/2023,Fire,45000,Pending,
CLM03108,POL10899,30/12/2025,Burglary,500000,Pending,
CLM03109,POL00293,26/04/2021,Illness,120000,Approved,16/08/2021
CLM03110,POL08515,14/12/2024,Flood,45000,Approved,06/02/2025
CLM03111,POL00481,16/06/2023,Burglary,45000,Under Review,
CLM03112,POL13068,03/01/2021,Illness,90000,Under Review,
CLM03113,POL05357,03/03/2023,Fire,120000,Pending,
CLM03114,POL03113,25/11/2025,Illness,90000,Rejected,
CLM03115,POL15859,16/12/2021,Burglary,500000,Pending,
CLM03116,POL06484,14/07/2024,Flood,45000,Approved,07/11/2024
CLM03117,POL28050,16/09/2025,Theft,90000,Under Review,
CLM03118,POL28477,11/02/2026,Fire,,Approved,14/03/2026
CLM03119,POL03705,29/05/2021,Burglary,120000,Approved,28/08/2021
CLM03120,POL22752,19/01/2027,Accident,45000,Approved,24/02/2027
CLM03121,POL03494,15/04/2022,Collision,500000,Pending,
CLM03122,POL00071,26/06/2022,Illness,120000,Approved,26/09/2022
CLM03123,POL23852,31/01/2025,Collision,90000,Under Review,
CLM03124,POL09962,20/06/2020,Collision,250000,Pending,
CLM03125,POL16090,22/02/2025,Burglary,90000,Rejected,
CLM03126,POL18446,13/04/2021,Accident,45000,Pending,
CLM03127,POL08511,08/08/2025,Collision,250000,Rejected,
CLM03128,POL01177,12/05/2025,Burglary,250000,Pending,
CLM03129,POL26577,25/05/2022,Theft,90000,Under Review,
CLM03130,POL19407,24/08/2024,Accident,500000,Under Review,
CLM03131,POL22986,06/04/2025,Fire,250000,Pending,
CLM03132,POL13433,26/10/2020,Burglary,90000,Rejected,
CLM03133,POL12280,28/12/2024,Flood,75000,Rejected,
CLM03134,POL21376,10/05/2020,Collision,250000,Under Review,
CLM03135,POL14318,15/01/2021,Accident,500000,Rejected,
CLM03136,POL25916,17/07/2021,Fire,75000,Under Review,
CLM03137,POL18592,16/02/2025,Illness,120000,Approved,31/03/2025
CLM03138,POL14817,15/04/2020,Theft,500000,Approved,24/06/2020
CLM03139,POL15983,07/08/2021,Accident,75000,Pending,
CLM03140,POL19083,11/09/2025,Theft,90000,Approved,24/11/2025
CLM03141,POL21282,10/01/2025,Accident,75000,Approved,10/02/2025
CLM03142,POL25859,19/09/2023,Burglary,45000,Pending,
CLM03143,POL19705,22/09/2021,Collision,120000,Pending,
CLM03144,POL17777,19/06/2024,Accident,45000,Approved,12/07/2024
CLM03145,POL20447,16/03/2023,Illness,500000,Rejected,
CLM03146,POL26841,14/03/2024,Flood,,Rejected,
CLM03147,POL05563,06/01/2025,Theft,45000,Pending,
CLM03148,POL20880,17/09/2023,Flood,120000,Pending,
CLM03149,POL22709,08/01/2021,Fire,,Pending,
CLM03150,POL02183,22/05/2025,Illness,45000,Rejected,
CLM03151,POL04020,04/07/2024,Fire,120000,Pending,
CLM03152,POL27378,09/08/2020,Theft,,Under Review,
CLM03153,POL26215,16/08/2026,Theft,75000,Approved,21/11/2026
CLM03154,POL21127,21/02/2024,Collision,120000,Approved,09/03/2024
CLM03155,POL11888,25/07/2026,Collision,90000,Pending,
CLM03156,POL01088,01/09/2022,Burglary,250000,Under Review,
CLM03157,POL03457,30/10/2026,Accident,120000,Rejected,
CLM03158,POL17910,04/11/2022,Burglary,120000,Approved,04/12/2022
CLM03159,POL08682,31/07/2020,Fire,45000,Rejected,
CLM03160,POL28092,24/12/2021,Flood,120000,Pending,
CLM03161,POL18246,14/03/2023,Burglary,,Under Review,
CLM03162,POL03071,15/03/2022,Theft,250000,Pending,
CLM03163,POL02352,15/12/2024,Fire,45000,Approved,28/02/2025
CLM03164,POL21353,27/10/2025,Collision,120000,Rejected,
CLM03165,POL23710,29/11/2027,Collision,45000,Under Review,
CLM03166,POL16191,25/03/2023,Accident,90000,Under Review,
CLM03167,POL10916,25/08/2024,Burglary,75000,Pending,
CLM03168,POL21850,19/08/2023,Accident,45000,Rejected,
CLM03169,POL19385,10/08/2024,Fire,250000,Pending,
CLM03170,POL19497,30/11/2022,Theft,90000,Under Review,
CLM03171,POL10772,21/09/2021,Collision,250000,Under Review,
CLM03172,POL08538,14/07/2020,Accident,75000,Under Review,
CLM03173,POL09341,03/03/2022,Theft,250000,Under Review,
CLM03174,POL24326,07/11/2020,Fire,,Pending,
CLM03175,POL08399,05/05/2024,Accident,,Under Review,
CLM03176,POL12464,08/09/2021,Fire,45000,Under Review,
CLM03177,POL29181,08/02/2025,Accident,90000,Under Review,
CLM03178,POL05841,02/09/2024,Accident,75000,Under Review,
CLM03179,POL01616,22/08/2021,Collision,250000,Pending,
CLM03180,POL14324,10/09/2020,Flood,500000,Under Review,
CLM03181,POL21578,22/04/2024,Collision,90000,Pending,
CLM03182,POL23190,14/04/2020,Fire,,Pending,
CLM03183,POL08310,21/08/2022,Flood,45000,Under Review,
CLM03184,POL13215,25/02/2022,Collision,90000,Approved,26/05/2022
CLM03185,POL03285,03/11/2022,Theft,75000,Under Review,
CLM03186,POL04132,04/12/2022,Fire,45000,Approved,31/03/2023
CLM03187,POL15145,10/02/2025,Theft,45000,Pending,
CLM03188,POL00142,07/03/2021,Flood,90000,Pending,
CLM03189,POL25383,17/03/2022,Illness,500000,Approved,16/04/2022
CLM03190,POL24664,18/02/2024,Flood,90000,Under Review,
CLM03191,POL21613,04/10/2021,Flood,90000,Approved,15/01/2022
CLM03192,POL16231,28/09/2022,Collision,120000,Under Review,
CLM03193,POL09294,22/04/2026,Accident,,Rejected,
CLM03194,POL13978,10/05/2025,Accident,75000,Under Review,
CLM03195,POL07544,14/12/2022,Collision,75000,Approved,16/01/2023
CLM03196,POL21938,11/03/2025,Flood,45000,Rejected,
CLM03197,POL05706,24/07/2022,Flood,,Approved,07/09/2022
CLM03198,POL26242,26/08/2020,Fire,120000,Pending,
CLM03199,POL28301,02/04/2025,Fire,75000,Rejected,
CLM03200,POL25930,01/02/2025,Illness,75000,Under Review,
CLM03201,POL27112,21/09/2026,Burglary,120000,Under Review,
CLM03202,POL10607,19/04/2024,Theft,45000,Approved,23/05/2024
CLM03203,POL06979,22/09/2021,Illness,75000,Pending,
CLM03204,POL05392,07/10/2020,Fire,90000,Rejected,
CLM03205,POL26070,25/05/2025,Theft,45000,Rejected,
CLM03206,POL23258,26/03/2026,Accident,500000,Rejected,
CLM03207,POL03746,08/05/2023,Fire,250000,Approved,28/06/2023
CLM03208,POL13696,15/11/2021,Fire,120000,Under Review,
CLM03209,POL07430,21/06/2021,Burglary,500000,Under Review,
CLM03210,POL06658,19/07/2022,Theft,,Rejected,
CLM03211,POL22453,01/06/2022,Fire,120000,Pending,
CLM03212,POL27047,26/02/2022,Accident,120000,Rejected,
CLM03213,POL26928,11/01/2022,Collision,45000,Approved,03/03/2022
CLM03214,POL29450,23/12/2022,Fire,120000,Pending,
CLM03215,POL08804,25/10/2023,Burglary,500000,Pending,
CLM03216,POL11442,22/10/2022,Illness,250000,Pending,
CLM03217,POL23782,11/11/2022,Fire,75000,Approved,16/12/2022
CLM03218,POL17538,12/11/2024,Illness,45000,Approved,26/11/2024
CLM03219,POL08377,26/06/2025,Collision,500000,Approved,10/10/2025
CLM03220,POL07687,01/10/2023,Fire,45000,Approved,03/12/2023
CLM03221,POL28525,04/08/2024,Collision,45000,Under Review,
CLM03222,POL17073,22/07/2023,Collision,500000,Under Review,
CLM03223,POL17935,14/07/2025,Illness,250000,Rejected,
CLM03224,POL16841,12/01/2024,Fire,45000,Under Review,
CLM03225,POL18025,05/07/2020,Accident,90000,Rejected,
CLM03226,POL07126,30/07/2022,Flood,90000,Approved,09/09/2022
CLM03227,POL28893,09/12/2024,Theft,90000,Rejected,
CLM03228,POL00548,08/11/2021,Theft,250000,Pending,
CLM03229,POL10074,22/02/2024,Flood,120000,Under Review,
CLM03230,POL16679,31/10/2023,Fire,75000,Under Review,
CLM03231,POL06062,14/06/2020,Fire,120000,Under Review,
CLM03232,POL22998,03/01/2021,Fire,90000,Approved,01/05/2021
CLM03233,POL10521,14/02/2023,Theft,500000,Approved,10/05/2023
CLM03234,POL26060,22/05/2023,Flood,250000,Pending,
CLM03235,POL23260,25/05/2025,Collision,45000,Approved,20/07/2025
CLM03236,POL19337,15/06/2024,Burglary,45000,Rejected,
CLM03237,POL18015,01/07/2021,Flood,250000,Rejected,
CLM03238,POL29522,03/10/2022,Accident,500000,Rejected,
CLM03239,POL27469,03/03/2021,Fire,500000,Pending,
CLM03240,POL18144,25/08/2025,Accident,500000,Approved,24/09/2025
CLM03241,POL08591,27/08/2021,Burglary,500000,Pending,
CLM03242,POL28481,11/03/2023,Accident,500000,Rejected,
CLM03243,POL28041,14/11/2020,Illness,45000,Approved,24/12/2020
CLM03244,POL12097,06/10/2021,Fire,75000,Rejected,
CLM03245,POL12865,16/03/2024,Burglary,,Approved,08/04/2024
CLM03246,POL28360,16/12/2022,Illness,120000,Rejected,
CLM03247,POL08637,27/01/2026,Collision,90000,Under Review,
CLM03248,POL03719,21/03/2026,Flood,120000,Rejected,
CLM03249,POL22033,23/01/2023,Illness,75000,Pending,
CLM03250,POL15281,03/08/2025,Burglary,500000,Rejected,
CLM03251,POL19691,21/01/2026,Illness,500000,Rejected,
CLM03252,POL24508,26/02/2025,Accident,120000,Pending,
CLM03253,POL09152,06/08/2023,Burglary,45000,Approved,21/08/2023
CLM03254,POL01392,27/12/2025,Theft,75000,Rejected,
CLM03255,POL25146,18/10/2026,Illness,45000,Under Review,
CLM03256,POL13320,06/01/2023,Fire,120000,Pending,
CLM03257,POL22534,09/09/2026,Theft,500000,Rejected,
CLM03258,POL19858,23/06/2024,Burglary,500000,Rejected,
CLM03259,POL25641,14/11/2023,Flood,45000,Rejected,
CLM03260,POL15089,20/03/2026,Fire,250000,Rejected,
CLM03261,POL20256,29/08/2025,Illness,120000,Rejected,
CLM03262,POL05090,30/10/2023,Flood,75000,Pending,
CLM03263,POL26380,10/12/2021,Illness,500000,Pending,
CLM03264,POL00634,27/11/2023,Theft,250000,Under Review,
CLM03265,POL28928,12/08/2022,Accident,500000,Approved,21/10/2022
CLM03266,POL22791,26/06/2021,Fire,250000,Approved,25/07/2021
CLM03267,POL11464,20/07/2025,Collision,250000,Rejected,
CLM03268,POL22107,16/04/2025,Accident,120000,Approved,12/08/2025
CLM03269,POL13152,12/01/2023,Theft,45000,Approved,09/03/2023
CLM03270,POL28386,27/10/2025,Collision,75000,Under Review,
CLM03271,POL15307,20/03/2021,Theft,500000,Rejected,
CLM03272,POL23122,29/03/2023,Accident,120000,Under Review,
CLM03273,POL29844,20/02/2025,Fire,75000,Pending,
CLM03274,POL13205,31/08/2023,Theft,45000,Rejected,
CLM03275,POL11144,27/07/2023,Burglary,90000,Approved,10/08/2023
CLM03276,POL03183,10/05/2024,Collision,75000,Rejected,
CLM03277,POL18018,19/10/2020,Burglary,250000,Approved,08/11/2020
CLM03278,POL22090,05/07/2020,Illness,75000,Approved,29/09/2020
CLM03279,POL08153,13/04/2021,Flood,250000,Approved,15/06/2021
CLM03280,POL17169,04/01/2022,Burglary,250000,Rejected,
CLM03281,POL03224,14/10/2020,Theft,45000,Rejected,
CLM03282,POL29521,12/05/2022,Flood,250000,Under Review,
CLM03283,POL04782,23/04/2023,Illness,,Under Review,
CLM03284,POL21377,08/05/2026,Flood,90000,Rejected,
CLM03285,POL10238,15/07/2024,Flood,75000,Pending,
CLM03286,POL17411,16/05/2027,Theft,250000,Under Review,
CLM03287,POL00056,26/08/2024,Burglary,75000,Approved,28/11/2024
CLM03288,POL15067,21/12/2020,Theft,75000,Pending,
CLM03289,POL10004,29/06/2022,Burglary,90000,Pending,
CLM03290,POL21873,13/02/2025,Illness,120000,Rejected,
CLM03291,POL07518,22/05/2023,Accident,120000,Approved,02/07/2023
CLM03292,POL19974,15/09/2021,Theft,,Pending,
CLM03293,POL11214,26/09/2022,Fire,90000,Rejected,
CLM03294,POL29602,31/03/2021,Theft,120000,Rejected,
CLM03295,POL11016,15/06/2022,Accident,,Approved,12/10/2022
