PolicyNo,CustomerID,ProductID,AgentID,StartDate,EndDate,Status
POL19452,CUST2321,PROD018,AGT075,2025-06-21,2027-06-11,Active
POL19453,CUST1355,PROD004,AGT075,2025-05-22,2028-05-06,Expired
POL19454,CUST1355,PROD020,AGT095,2025-06-10,2025-12-07,Expired
POL19455,CUST0698,PROD005,AGT077,2021-04-04,2022-03-30,Active
POL19456,CUST2417,PROD001,AGT109,2023-08-10,2024-08-04,Active
POL19457,CUST0692,PROD011,AGT010,2021-06-15,2023-06-05,Active
POL19458,CUST2004,PROD006,AGT070,2022-04-01,2025-03-16,Active
POL19459,CUST1888,PROD003,AGT120,2022-02-03,2024-01-24,Expired
POL19460,CUST2018,PROD011,AGT117,2022-12-26,2024-12-15,Expired
POL19461,CUST2384,PROD015,AGT068,2021-01-14,2021-07-13,Expired
POL19462,CUST1625,PROD017,AGT027,2024-11-29,2025-11-24,Expired
POL19463,CUST0699,PROD003,AGT106,2022-05-25,2024-05-14,Active
POL19464,CUST2771,PROD009,AGT019,2020-02-05,2021-01-30,Expired
POL19465,CUST1202,PROD014,AGT109,2022-05-06,2023-05-01,Active
POL19466,CUST2379,PROD010,AGT115,2024-12-22,2025-06-20,Active
POL19467,CUST1242,PROD012,AGT076,2020-04-28,2021-04-23,Expired
POL19468,CUST2548,PROD018,AGT077,2021-04-13,2022-04-08,
POL19469,CUST1762,PROD002,AGT006,2020-12-23,2023-12-08,Active
POL19470,CUST1236,PROD019,AGT010,2025-01-13,2027-01-03,Expired
POL19471,CUST2148,PROD006,AGT096,2024-03-31,2026-03-21,Active
POL19472,CUST2281,PROD012,AGT056,2025-01-17,2026-01-12,Expired
POL19473,CUST2674,PROD005,AGT027,2025-01-24,2026-01-19,Active
POL19474,CUST1590,PROD004,AGT100,2023-04-01,2026-03-16,Expired
POL19475,CUST2511,PROD006,AGT007,2022-04-22,2025-04-06,Expired
POL19476,CUST0430,PROD009,AGT105,2020-06-09,2021-06-04,Active
POL19477,CUST1389,PROD012,AGT070,2023-01-25,2025-01-14,Active
POL19478,CUST2101,PROD013,AGT091,2023-07-05,2024-06-29,Active
POL19479,CUST1449,PROD004,AGT023,2021-02-21,2023-02-11,Active
POL19480,CUST0599,PROD015,AGT008,2023-09-29,2024-03-27,Active
POL19481,CUST0319,PROD017,AGT109,2025-04-20,2025-10-17,Cancelled
POL19482,CUST0611,PROD015,AGT113,2024-03-12,2027-02-25,Expired
POL19483,CUST0208,PROD011,AGT001,2021-07-06,2022-07-01,Active
POL19484,CUST1273,PROD004,AGT061,2022-01-24,2023-01-19,Active
POL19485,CUST2214,PROD002,AGT111,2020-03-28,2022-03-18,Active
POL19486,CUST1205,PROD011,AGT057,2021-12-06,2024-11-20,Active
POL19487,CUST0413,PROD011,AGT089,2024-08-29,2025-02-25,Active
POL19488,CUST0667,PROD004,AGT045,2022-01-02,2023-12-23,Expired
POL19489,CUST0411,PROD002,AGT098,2024-09-01,2025-08-27,Cancelled
POL19490,CUST2966,PROD008,AGT041,2024-11-13,2025-11-08,Expired
POL19491,CUST0247,PROD007,AGT112,2023-07-28,2024-07-22,Expired
POL19492,CUST0695,PROD006,AGT034,2022-12-13,2024-12-02,Active
POL19493,CUST0518,PROD013,AGT029,2020-09-25,2021-03-24,Expired
POL19494,CUST1145,PROD019,AGT005,2021-07-08,2022-07-03,Expired
POL19495,CUST1156,PROD005,AGT086,2020-02-15,2023-01-30,Active
POL19496,CUST1293,PROD018,AGT067,2023-07-25,2024-07-19,Expired
POL19497,CUST1591,PROD007,AGT027,2020-12-26,2023-12-11,Expired
POL19498,CUST2424,PROD013,AGT047,2023-06-18,2024-06-12,
POL19499,CUST2343,PROD018,AGT104,2024-10-04,2025-09-29,Active
POL19500,CUST0226,PROD004,AGT103,2020-10-27,2022-10-17,Active
POL19501,CUST1074,PROD016,AGT101,2021-09-07,2023-08-28,Expired
POL19502,CUST2735,PROD020,AGT046,2024-08-12,2026-08-02,Expired
POL19503,CUST1762,PROD015,AGT024,2022-05-10,2024-04-29,Active
POL19504,CUST1273,PROD002,AGT090,2024-05-09,2025-05-04,Expired
POL19505,CUST0391,PROD012,AGT100,2023-12-07,2026-11-21,Expired
POL19506,CUST2961,PROD014,AGT037,2020-02-15,2020-08-13,Expired
POL19507,CUST0199,PROD009,AGT059,2023-04-07,2024-04-01,Expired
POL19508,CUST2086,PROD002,AGT062,2025-03-27,2025-09-23,Expired
POL19509,CUST1755,PROD013,AGT052,2023-06-12,2024-06-06,Active
POL19510,CUST2546,PROD005,AGT119,2022-08-02,2023-01-29,Active
POL19511,CUST2453,PROD002,AGT052,2022-06-19,2022-12-16,Active
POL19512,CUST2844,PROD010,AGT090,2023-10-14,2024-04-11,Active
POL19513,CUST2963,PROD001,AGT049,2022-05-13,2024-05-02,Active
POL19514,CUST2283,PROD007,AGT071,2024-04-05,2025-03-31,Expired
POL19515,CUST2574,PROD006,AGT120,2020-07-20,2021-07-15,Cancelled
POL19516,CUST0597,PROD020,AGT056,2024-12-14,2025-06-12,Active
POL19517,CUST1126,PROD004,AGT041,2020-12-18,2021-12-13,Expired
POL19518,CUST0871,PROD013,AGT006,2023-02-20,2023-08-19,Active
POL19519,CUST2864,PROD017,AGT013,2022-04-09,2023-04-04,Active
POL19520,CUST1218,PROD015,AGT080,2023-10-14,2024-04-11,Active
POL19521,CUST1662,PROD014,AGT045,2024-12-05,2025-11-30,
POL19522,CUST1100,PROD010,AGT112,2025-04-26,2026-04-21,Expired
POL19523,CUST2934,PROD015,AGT050,2022-01-02,2023-12-23,Active
POL19524,CUST2328,PROD001,AGT078,2021-05-26,2022-05-21,Expired
POL19525,CUST1142,PROD005,AGT054,2022-03-22,2024-03-11,Active
POL19526,CUST2278,PROD017,AGT089,2021-01-02,2022-12-23,Active
POL19527,CUST0243,PROD005,AGT073,2020-04-10,2022-03-31,Active
POL19528,CUST2374,PROD015,AGT066,2023-08-07,2025-07-27,Active
POL19529,CUST1813,PROD007,AGT085,2025-06-03,2028-05-18,Expired
POL19530,CUST2244,PROD020,AGT083,2023-04-24,2025-04-13,Active
POL19531,CUST1650,PROD020,AGT039,2023-12-01,2024-05-29,Expired
POL19532,CUST1071,PROD004,AGT001,2025-02-27,2025-08-26,Expired
POL19533,CUST0960,PROD017,AGT112,2021-12-25,2022-12-20,Active
POL19534,CUST1968,PROD006,AGT010,2024-01-19,2024-07-17,Active
POL19535,CUST0480,PROD018,AGT105,2022-06-23,2025-06-07,Expired
POL19536,CUST2465,PROD009,AGT051,2022-07-18,2025-07-02,Active
POL19537,CUST2536,PROD015,AGT051,2024-12-02,2026-11-22,Active
POL19538,CUST0243,PROD015,AGT020,2023-01-24,2025-01-13,Active
POL19539,CUST1391,PROD013,AGT057,2024-07-10,2025-01-06,Active
POL19540,CUST0403,PROD013,AGT103,2020-07-24,2022-07-14,Cancelled
POL19541,CUST0347,PROD006,AGT055,2024-02-07,2027-01-22,Active
POL19542,CUST1177,PROD005,AGT066,2025-04-17,2026-04-12,Active
POL19543,CUST0872,PROD014,AGT102,2022-12-27,2025-12-11,Expired
POL19544,CUST1772,PROD005,AGT030,2022-10-08,2024-09-27,Expired
POL19545,CUST2217,PROD011,AGT039,2024-11-03,2027-10-19,Active
POL19546,CUST1834,PROD016,AGT071,2023-04-07,2025-03-27,Active
POL19547,CUST2381,PROD011,AGT089,2024-10-14,2025-10-09,Cancelled
POL19548,CUST1577,PROD020,AGT072,2022-09-06,2023-09-01,Expired
POL19549,CUST1394,PROD012,AGT086,2022-12-24,2023-06-22,Active
POL19550,CUST0535,PROD004,AGT043,2025-06-08,2028-05-23,
POL19551,CUST1000,PROD012,AGT007,2021-01-24,2021-07-23,Active
POL19552,CUST0672,PROD004,AGT098,2022-12-02,2023-05-31,Active
POL19553,CUST2265,PROD014,AGT070,2022-06-07,2023-06-02,Active
POL19554,CUST0131,PROD014,AGT028,2020-09-14,2021-03-13,Active
POL19555,CUST0974,PROD019,AGT047,2023-03-27,2023-09-23,Active
POL19556,CUST1834,PROD015,AGT022,2021-12-11,2024-11-25,Expired
POL19557,CUST2693,PROD007,AGT063,2023-11-28,2024-11-22,Active
POL19558,CUST0989,PROD004,AGT045,2020-01-06,2020-12-31,Active
POL19559,CUST1205,PROD018,AGT054,2022-10-21,2024-10-10,Active
POL19560,CUST0177,PROD004,AGT042,2022-01-02,2022-12-28,Active
POL19561,CUST1407,PROD004,AGT113,2020-11-21,2022-11-11,Active
POL19562,CUST0500,PROD003,AGT088,2020-03-26,2021-03-21,Expired
POL19563,CUST2535,PROD008,AGT053,2025-06-01,2025-11-28,Active
POL19564,CUST2366,PROD004,AGT042,2020-04-17,2022-04-07,Active
POL19565,CUST0128,PROD011,AGT023,2023-03-17,2024-03-11,Active
POL19566,CUST1070,PROD010,AGT098,2023-04-02,2024-03-27,Active
POL19567,CUST0036,PROD008,AGT021,2025-03-09,2026-03-04,Active
POL19568,CUST0533,PROD012,AGT009,2021-06-21,2021-12-18,Active
POL19569,CUST0278,PROD002,AGT119,2021-08-31,2022-08-26,Active
POL19570,CUST1626,PROD019,AGT116,2022-04-02,2023-03-28,Active
POL19571,CUST1390,PROD010,AGT119,2020-08-31,2021-02-27,Expired
POL19572,CUST1588,PROD010,AGT040,2025-03-24,2026-03-19,Expired
POL19573,CUST2840,PROD006,AGT105,2020-10-15,2021-10-10,Active
POL19574,CUST2604,PROD016,AGT033,2025-04-21,2028-04-05,Cancelled
POL19575,CUST2071,PROD009,AGT003,2020-11-25,2021-11-20,Expired
POL19576,CUST1827,PROD005,AGT009,2023-02-06,2024-02-01,Active
POL19577,CUST2104,PROD009,AGT014,2020-09-05,2021-08-31,Cancelled
POL19578,CUST0396,PROD020,AGT062,2024-10-04,2027-09-19,Active
POL19579,CUST0113,PROD011,AGT010,2020-03-26,2020-09-22,Active
POL19580,CUST2541,PROD009,AGT059,2023-07-20,2024-07-14,Expired
POL19581,CUST0882,PROD020,AGT108,2023-07-03,2024-06-27,Active
POL19582,CUST1663,PROD017,AGT029,2024-12-02,2026-11-22,Active
POL19583,CUST1882,PROD005,AGT035,2020-04-01,2021-03-27,Active
POL19584,CUST0045,PROD013,AGT012,2022-02-14,2023-02-09,Active
POL19585,CUST2311,PROD017,AGT061,2023-10-12,2024-04-09,Expired
POL19586,CUST2009,PROD006,AGT010,2022-03-26,2024-03-15,Active
POL19587,CUST1414,PROD005,AGT069,2023-05-05,2023-11-01,Active
POL19588,CUST0141,PROD005,AGT119,2020-07-12,2021-01-08,Active
POL19589,CUST2845,PROD010,AGT110,2020-02-17,2022-02-06,Active
POL19590,CUST1615,PROD010,AGT088,2022-04-10,2023-04-05,Active
POL19591,CUST1193,PROD017,AGT093,2023-06-28,2024-06-22,Active
POL19592,CUST1102,PROD010,AGT030,2021-09-22,2024-09-06,Cancelled
POL19593,CUST0792,PROD004,AGT064,2022-05-13,2024-05-02,Active
POL19594,CUST2012,PROD016,AGT070,2021-05-19,2022-05-14,Active
POL19595,CUST2445,PROD005,AGT039,2022-11-08,2023-11-03,Active
POL19596,CUST0328,PROD020,AGT055,2023-01-08,2023-07-07,Active
POL19597,CUST0368,PROD012,AGT089,2025-02-07,2026-02-02,Active
POL19598,CUST1265,PROD006,AGT041,2022-09-11,2024-08-31,Active
POL19599,CUST1708,PROD017,AGT085,2024-05-26,2025-05-21,Active
POL19600,CUST1041,PROD001,AGT027,2022-05-20,2023-05-15,Expired
POL19601,CUST1153,PROD009,AGT090,2022-06-26,2022-12-23,Expired
POL19602,CUST1871,PROD006,AGT098,2025-04-19,2028-04-03,Active
POL19603,CUST0912,PROD012,AGT091,2024-10-21,2027-10-06,
POL19604,CUST0526,PROD006,AGT118,2021-04-24,2022-04-19,Active
POL19605,CUST2599,PROD016,AGT013,2022-12-04,2023-06-02,Active
POL19606,CUST1292,PROD004,AGT085,2024-12-31,2026-12-21,Active
POL19607,CUST2704,PROD014,AGT022,2020-11-11,2023-10-27,Cancelled
POL19608,CUST0939,PROD005,AGT009,2024-09-15,2025-09-10,Active
POL19609,CUST2899,PROD012,AGT070,2021-07-30,2022-07-25,Cancelled
POL19610,CUST1950,PROD014,AGT039,2022-01-01,2023-12-22,Active
POL19611,CUST1952,PROD009,AGT112,2025-06-02,2026-05-28,Active
POL19612,CUST1911,PROD018,AGT074,2023-05-14,2024-05-08,Active
POL19613,CUST1381,PROD014,AGT099,2020-05-06,2020-11-02,Cancelled
POL19614,CUST1872,PROD006,AGT061,2024-10-20,2027-10-05,Expired
POL19615,CUST1027,PROD001,AGT090,2020-10-07,2022-09-27,Expired
POL19616,CUST1672,PROD005,AGT013,2023-09-18,2026-09-02,Cancelled
POL19617,CUST2217,PROD012,AGT008,2022-07-12,2024-07-01,Active
POL19618,CUST1021,PROD018,AGT120,2023-05-26,2023-11-22,Active
POL19619,CUST1358,PROD015,AGT119,2023-01-15,2024-01-10,Active
POL19620,CUST2331,PROD015,AGT092,2022-12-05,2023-11-30,Active
POL19621,CUST0978,PROD006,AGT109,2023-05-31,2024-05-25,Active
POL19622,CUST2742,PROD009,AGT019,2024-03-31,2026-03-21,Active
POL19623,CUST1594,PROD007,AGT072,2021-08-09,2023-07-30,Expired
POL19624,CUST2566,PROD015,AGT071,2022-07-11,2024-06-30,Active
POL19625,CUST2157,PROD013,AGT106,2021-03-17,2023-03-07,Expired
POL19626,CUST2567,PROD009,AGT005,2021-06-23,2022-06-18,Expired
POL19627,CUST1372,PROD013,AGT047,2021-03-02,2022-02-25,Expired
POL19628,CUST2627,PROD011,AGT091,2023-06-14,2024-06-08,Active
POL19629,CUST1462,PROD014,AGT068,2024-01-25,2025-01-19,Active
POL19630,CUST0959,PROD014,AGT087,2022-09-23,2023-03-22,Active
POL19631,CUST2292,PROD017,AGT017,2020-02-18,2020-08-16,Expired
POL19632,CUST0214,PROD004,AGT114,2021-02-03,2022-01-29,Active
POL19633,CUST2740,PROD014,AGT112,2020-08-27,2021-08-22,Cancelled
POL19634,CUST0087,PROD017,AGT032,2023-03-24,2025-03-13,Cancelled
POL19635,CUST0626,PROD008,AGT095,2025-03-18,2027-03-08,Active
POL19636,CUST0296,PROD017,AGT085,2024-08-01,2025-01-28,Expired
POL19637,CUST1589,PROD007,AGT073,2023-10-09,2026-09-23,Expired
POL19638,CUST2729,PROD019,AGT083,2020-06-26,2021-06-21,Active
POL19639,CUST1799,PROD005,AGT082,2022-01-12,2022-07-11,Expired
POL19640,CUST0621,PROD017,AGT024,2022-08-14,2023-08-09,Expired
POL19641,CUST0790,PROD003,AGT025,2024-02-19,2025-02-13,Cancelled
POL19642,CUST2667,PROD005,AGT090,2022-03-07,2024-02-25,Active
POL19643,CUST2140,PROD012,AGT079,2022-08-24,2023-08-19,Expired
POL19644,CUST2491,PROD002,AGT063,2024-03-09,2027-02-22,Active
POL19645,CUST2262,PROD019,AGT066,2023-04-11,2024-04-05,Active
POL19646,CUST2336,PROD004,AGT022,2024-10-02,2025-03-31,Expired
POL19647,CUST1426,PROD020,AGT029,2024-11-22,2026-11-12,Expired
POL19648,CUST1954,PROD004,AGT120,2021-02-09,2022-02-04,Active
POL19649,CUST1909,PROD020,AGT034,2020-03-28,2022-03-18,Active
POL19650,CUST0589,PROD004,AGT064,2022-03-20,2024-03-09,Expired
POL19651,CUST0865,PROD014,AGT080,2023-07-08,2024-07-02,Expired
POL19652,CUST2111,PROD012,AGT053,2021-02-01,2021-07-31,Active
POL19653,CUST1989,PROD008,AGT033,2024-03-11,2025-03-06,Active
POL19654,CUST2447,PROD008,AGT012,2021-05-02,2024-04-16,Active
POL19655,CUST1609,PROD014,AGT004,2023-07-02,2025-06-21,Expired
POL19656,CUST2175,PROD019,AGT077,2020-09-27,2022-09-17,Active
POL19657,CUST2247,PROD002,AGT060,2024-04-20,2024-10-17,Expired
POL19658,CUST2616,PROD004,AGT087,2022-04-10,2024-03-30,Expired
POL19659,CUST0511,PROD011,AGT088,2023-11-03,2024-10-28,Active
POL19660,CUST1224,PROD020,AGT003,2025-05-27,2028-05-11,Expired
POL19661,CUST0771,PROD016,AGT049,2022-10-21,2025-10-05,Active
POL19662,CUST2106,PROD012,AGT114,2025-04-18,2027-04-08,Active
POL19663,CUST1513,PROD013,AGT040,2023-12-01,2025-11-20,Active
POL19664,CUST0923,PROD001,AGT044,2025-02-27,2028-02-12,Active
POL19665,CUST2248,PROD002,AGT071,2023-10-17,2025-10-06,Active
POL19666,CUST2771,PROD011,AGT090,2024-12-23,2025-12-18,Expired
POL19667,CUST2548,PROD006,AGT022,2024-10-21,2025-10-16,Active
POL19668,CUST2234,PROD004,AGT072,2020-01-04,2022-12-19,Active
POL19669,CUST2178,PROD005,AGT013,2022-09-30,2023-09-25,Active
POL19670,CUST0163,PROD008,AGT098,2020-08-10,2022-07-31,Expired
POL19671,CUST2826,PROD010,AGT036,2021-08-10,2022-02-06,Active
POL19672,CUST1745,PROD017,AGT042,2020-01-20,2021-01-14,Active
POL19673,CUST0165,PROD005,AGT059,2020-01-28,2021-01-22,Active
POL19674,CUST2708,PROD002,AGT009,2020-07-27,2023-07-12,Active
POL19675,CUST2229,PROD004,AGT068,2022-04-02,2022-09-29,Active
POL19676,CUST0583,PROD010,AGT015,2022-04-26,2024-04-15,Active
POL19677,CUST0537,PROD016,AGT080,2025-05-16,2028-04-30,Expired
POL19678,CUST0998,PROD010,AGT010,2020-08-28,2023-08-13,Active
POL19679,CUST0014,PROD020,AGT075,2021-10-01,2022-09-26,Active
POL19680,CUST2933,PROD001,AGT113,2023-12-04,2024-11-28,
POL19681,CUST2229,PROD015,AGT106,2023-01-12,2024-01-07,Cancelled
POL19682,CUST0426,PROD016,AGT076,2021-08-28,2024-08-12,Active
POL19683,CUST1902,PROD008,AGT029,2023-06-17,2024-06-11,Active
POL19684,CUST2006,PROD002,AGT108,2023-05-02,2024-04-26,Expired
POL19685,CUST2709,PROD001,AGT049,2021-03-15,2023-03-05,Active
POL19686,CUST1423,PROD014,AGT089,2023-03-31,2025-03-20,Active
POL19687,CUST2745,PROD004,AGT075,2020-11-16,2021-11-11,Active
POL19688,CUST2785,PROD007,AGT026,2023-05-30,2023-11-26,Cancelled
POL19689,CUST0951,PROD002,AGT035,2021-02-18,2022-02-13,Active
POL19690,CUST1991,PROD011,AGT045,2025-06-17,2027-06-07,Active
POL19691,CUST2326,PROD005,AGT064,2025-06-12,2026-06-07,Active
POL19692,CUST1661,PROD001,AGT117,2022-05-01,2022-10-28,Active
POL19693,CUST1982,PROD009,AGT014,2023-11-28,2024-11-22,Expired
POL19694,CUST0456,PROD008,AGT039,2024-01-06,2026-12-21,Cancelled
POL19695,CUST2095,PROD011,AGT068,2020-03-18,2021-03-13,Active
POL19696,CUST0964,PROD009,AGT025,2024-04-28,2026-04-18,Active
POL19697,CUST0590,PROD011,AGT081,2024-12-01,2026-11-21,Active
POL19698,CUST1854,PROD011,AGT082,2021-02-09,2022-02-04,Active
POL19699,CUST2205,PROD018,AGT051,2020-04-09,2023-03-25,
POL19700,CUST1078,PROD017,AGT072,2021-05-23,2023-05-13,Active
POL19701,CUST0151,PROD011,AGT027,2020-08-20,2021-02-16,Active
POL19702,CUST2742,PROD001,AGT049,2023-01-05,2023-12-31,Active
POL19703,CUST2342,PROD006,AGT116,2023-08-16,2024-02-12,Expired
POL19704,CUST1665,PROD004,AGT075,2024-09-28,2025-09-23,Cancelled
POL19705,CUST2912,PROD016,AGT009,2021-03-29,2022-03-24,Cancelled
POL19706,CUST1174,PROD003,AGT103,2021-06-05,2021-12-02,Expired
POL19707,CUST1696,PROD006,AGT045,2023-02-02,2026-01-17,Active
POL19708,CUST1609,PROD020,AGT032,2024-09-09,2025-09-04,Active
POL19709,CUST0074,PROD013,AGT041,2020-07-05,2021-06-30,Active
POL19710,CUST0339,PROD016,AGT113,2022-03-09,2025-02-21,Active
POL19711,CUST2470,PROD020,AGT087,2025-06-24,2026-06-19,Expired
POL19712,CUST0134,PROD012,AGT098,2023-11-04,2024-10-29,Expired
POL19713,CUST1829,PROD012,AGT075,2022-07-24,2023-01-20,Active
POL19714,CUST1849,PROD014,AGT105,2020-10-11,2022-10-01,Active
POL19715,CUST0662,PROD006,AGT107,2022-12-06,2024-11-25,Active
POL19716,CUST0507,PROD010,AGT020,2021-09-17,2022-03-16,Active
POL19717,CUST0906,PROD001,AGT084,2024-05-16,2026-05-06,Active
POL19718,CUST1221,PROD017,AGT015,2025-01-09,2027-12-25,Expired
POL19719,CUST2617,PROD009,AGT095,2020-10-16,2022-10-06,Active
POL19720,CUST2220,PROD015,AGT117,2023-05-09,2024-05-03,Cancelled
POL19721,CUST0976,PROD013,AGT027,2022-04-24,2024-04-13,Active
POL19722,CUST0242,PROD005,AGT085,2020-12-19,2021-12-14,Expired
POL19723,CUST0086,PROD020,AGT100,2023-06-10,2024-06-04,Active
POL19724,CUST2863,PROD010,AGT004,2022-09-22,2024-09-11,Active
POL19725,CUST0859,PROD005,AGT068,2021-03-01,2024-02-14,Expired
POL19726,CUST2303,PROD020,AGT016,2021-08-11,2022-08-06,Active
POL19727,CUST2297,PROD018,AGT053,2024-03-22,2026-03-12,Expired
POL19728,CUST1357,PROD018,AGT116,2024-07-17,2025-01-13,Expired
POL19729,CUST0557,PROD011,AGT038,2020-04-04,2020-10-01,Expired
POL19730,CUST1943,PROD007,AGT010,2022-06-11,2025-05-26,Expired
POL19731,CUST2880,PROD003,AGT072,2022-07-20,2023-01-16,Cancelled
POL19732,CUST2769,PROD009,AGT033,2022-11-25,2024-11-14,Expired
POL19733,CUST2390,PROD011,AGT009,2022-03-04,2024-02-22,Active
POL19734,CUST1885,PROD016,AGT117,2022-08-15,2023-02-11,Active
POL19735,CUST1145,PROD015,AGT096,2024-06-30,2025-06-25,Active
POL19736,CUST0121,PROD004,AGT065,2021-10-19,2022-10-14,Expired
POL19737,CUST1546,PROD009,AGT099,2022-12-05,2024-11-24,Cancelled
POL19738,CUST1914,PROD010,AGT096,2024-05-06,2026-04-26,Active
POL19739,CUST0982,PROD018,AGT038,2020-09-21,2021-09-16,Active
POL19740,CUST1895,PROD015,AGT088,2025-03-11,2026-03-06,Active
POL19741,CUST1655,PROD010,AGT101,2022-04-19,2023-04-14,Active
POL19742,CUST1975,PROD007,AGT031,2020-02-16,2020-08-14,Expired
POL19743,CUST1110,PROD011,AGT090,2020-10-11,2021-04-09,Active
POL19744,CUST2131,PROD012,AGT077,2023-09-16,2025-09-05,Active
POL19745,CUST2635,PROD018,AGT038,2021-05-16,2023-05-06,Active
POL19746,CUST0682,PROD001,AGT092,2021-10-13,2022-10-08,Active
POL19747,CUST1933,PROD001,AGT075,2020-10-15,2022-10-05,Cancelled
POL19748,CUST1036,PROD018,AGT012,2022-10-30,2023-10-25,Cancelled
POL19749,CUST2982,PROD014,AGT007,2024-01-28,2026-01-17,Active
POL19750,CUST0033,PROD004,AGT085,2021-11-15,2023-11-05,Active
POL19751,CUST0554,PROD008,AGT089,2020-09-09,2021-03-08,Active
POL19752,CUST0546,PROD001,AGT065,2020-06-02,2021-05-28,Active
POL19753,CUST2637,PROD014,AGT084,2025-06-25,2027-06-15,Active
POL19754,CUST1511,PROD014,AGT094,2022-10-25,2023-10-20,Active
POL19755,CUST1528,PROD001,AGT096,2023-09-21,2025-09-10,Active
POL19756,CUST2259,PROD009,AGT045,2025-06-26,2025-12-23,Expired
POL19757,CUST0831,PROD005,AGT057,2020-08-08,2022-07-29,Active
POL19758,CUST1154,PROD015,AGT030,2020-09-30,2021-09-25,Active
POL19759,CUST1200,PROD002,AGT104,2022-07-18,2025-07-02,Active
POL19760,CUST2386,PROD007,AGT107,2022-07-21,2023-07-16,Active
POL19761,CUST2075,PROD008,AGT109,2023-09-24,2024-09-18,Expired
POL19762,CUST1231,PROD016,AGT099,2020-07-04,2021-06-29,Active
POL19763,CUST0674,PROD012,AGT066,2023-12-15,2024-12-09,Active
POL19764,CUST2106,PROD006,AGT097,2024-04-14,2026-04-04,Active
POL19765,CUST2640,PROD015,AGT085,2020-01-18,2021-01-12,Expired
POL19766,CUST1409,PROD008,AGT073,2024-04-05,2026-03-26,
POL19767,CUST2339,PROD017,AGT108,2023-04-22,2023-10-19,Expired
POL19768,CUST0302,PROD016,AGT007,2025-05-29,2028-05-13,Active
POL19769,CUST2952,PROD019,AGT067,2022-06-09,2022-12-06,Active
POL19770,CUST0674,PROD015,AGT043,2020-04-10,2023-03-26,Active
POL19771,CUST1877,PROD008,AGT094,2023-07-15,2024-01-11,Active
POL19772,CUST0947,PROD010,AGT046,2024-12-02,2025-11-27,Active
POL19773,CUST2967,PROD009,AGT012,2023-02-26,2024-02-21,Expired
POL19774,CUST0775,PROD006,AGT053,2025-04-19,2028-04-03,Cancelled
POL19775,CUST0592,PROD005,AGT067,2023-05-30,2026-05-14,Expired
POL19776,CUST1813,PROD014,AGT017,2025-04-08,2026-04-03,Active
POL19777,CUST0786,PROD013,AGT109,2021-06-13,2023-06-03,Expired
POL19778,CUST1898,PROD006,AGT028,2020-11-11,2021-05-10,Active
POL19779,CUST1302,PROD005,AGT084,2024-08-16,2025-08-11,Active
POL19780,CUST1394,PROD008,AGT105,2024-03-30,2025-03-25,Active
POL19781,CUST1509,PROD015,AGT018,2022-08-07,2023-08-02,Active
POL19782,CUST2457,PROD006,AGT085,2022-04-30,2023-04-25,Expired
POL19783,CUST2110,PROD006,AGT053,2024-09-04,2025-03-03,Expired
POL19784,CUST1808,PROD013,AGT053,2022-08-10,2024-07-30,Active
POL19785,CUST1429,PROD016,AGT081,2021-04-02,2023-03-23,Active
POL19786,CUST1514,PROD002,AGT007,2021-10-07,2022-10-02,Active
POL19787,CUST2370,PROD011,AGT010,2024-07-24,2025-07-19,Active
POL19788,CUST1122,PROD001,AGT089,2020-02-14,2022-02-03,Expired
POL19789,CUST1028,PROD005,AGT012,2023-04-19,2024-04-13,Active
POL19790,CUST1585,PROD019,AGT078,2023-04-21,2025-04-10,Expired
POL19791,CUST0420,PROD005,AGT114,2023-10-08,2024-10-02,Active
POL19792,CUST0534,PROD007,AGT044,2024-08-20,2027-08-05,Active
POL19793,CUST2289,PROD018,AGT107,2022-07-15,2025-06-29,Expired
POL19794,CUST2918,PROD002,AGT011,2023-05-23,2023-11-19,Cancelled
POL19795,CUST0444,PROD006,AGT051,2024-06-07,2027-05-23,Cancelled
POL19796,CUST1596,PROD016,AGT011,2020-12-08,2022-11-28,Active
POL19797,CUST1631,PROD017,AGT063,2022-04-06,2023-04-01,Expired
POL19798,CUST0767,PROD006,AGT077,2021-12-01,2024-11-15,Active
POL19799,CUST0047,PROD020,AGT029,2023-03-21,2025-03-10,Active
POL19800,CUST0456,PROD004,AGT049,2023-10-07,2025-09-26,Active
POL19801,CUST2731,PROD003,AGT044,2025-02-21,2026-02-16,Cancelled
POL19802,CUST2035,PROD005,AGT094,2020-12-09,2021-06-07,Cancelled
POL19803,CUST1600,PROD005,AGT099,2022-03-09,2024-02-27,Active
POL19804,CUST1708,PROD012,AGT022,2025-03-31,2028-03-15,Expired
POL19805,CUST2447,PROD012,AGT096,2023-08-29,2025-08-18,Active
POL19806,CUST2409,PROD003,AGT021,2022-06-06,2023-06-01,Active
POL19807,CUST1128,PROD001,AGT012,2021-03-20,2023-03-10,
POL19808,CUST1314,PROD002,AGT055,2020-11-29,2022-11-19,Active
POL19809,CUST0310,PROD002,AGT037,2025-04-05,2027-03-26,Expired
POL19810,CUST1265,PROD011,AGT079,2022-11-03,2023-05-02,Active
POL19811,CUST2959,PROD012,AGT001,2023-09-18,2026-09-02,Active
POL19812,CUST0563,PROD020,AGT066,2021-10-18,2022-10-13,Expired
POL19813,CUST2002,PROD017,AGT055,2024-03-31,2027-03-16,Cancelled
