RenewalID,PolicyNo,RenewalDate,Amount,PaymentMethod
R10137,POL14027,28/10/2025,120000,USSD
R10138,POL14028,08/11/2022,45000,Transfer
R10139,POL14029,05/04/2024,45000,Cash
R10140,POL14029,16/04/2025,120000,Cash
R10141,POL14031,05/04/2025,180000,Cash
R10142,POL14033,23/10/2024,120000,Cash
R10143,POL14034,08/12/2022,180000,USSD
R10144,POL14035,30/01/2023,120000,Card
R10145,POL14038,22/01/2028,60000,Transfer
R10146,POL14038,13/01/2029,120000,Card
R10147,POL14040,11/04/2021,120000,Card
R10148,POL14041,15/05/2023,45000,USSD
R10149,POL14043,21/09/2024,"₦60,000",Card
R10150,POL14044,12/05/2023,45000,USSD
R10151,POL14046,22/07/2027,180000,Card
R10152,POL14047,21/06/2024,60000,Cash
R10153,POL14048,18/11/2026,60000,Card
R10154,POL14049,29/01/2025,120000,USSD
R10155,POL14049,28/01/2026,180000,Transfer
R10156,POL14050,19/06/2025,90000,Card
R10157,POL14050,02/06/2026,120000,USSD
R10158,POL14053,05/05/2022,45000,USSD
R10159,POL14057,02/10/2024,45000,USSD
R10160,POL14061,14/12/2024,"₦120,000",Card
R10161,POL14063,21/10/2025,180000,USSD
R10162,POL14063,29/10/2026,45000,USSD
R10163,POL14065,11/05/2023,45000,Card
R10164,POL14068,06/06/2022,90000,Transfer
R10165,POL14069,28/10/2024,60000,USSD
R10166,POL14070,19/05/2024,"₦60,000",Card
R10167,POL14071,05/03/2026,60000,USSD
R10168,POL14072,16/05/2021,,Transfer
R10169,POL14072,04/05/2022,45000,USSD
R10170,POL14073,13/07/2025,180000,Cash
R10171,POL14074,02/04/2024,60000,Cash
R10172,POL14075,10/10/2024,180000,Transfer
R10173,POL14079,24/04/2027,180000,Card
R10174,POL14080,24/01/2027,180000,Cash
R10175,POL14082,11/02/2026,180000,USSD
R10176,POL14083,20/08/2021,180000,Transfer
R10177,POL14083,11/09/2022,60000,Cash
R10178,POL14084,20/12/2025,"₦120,000",USSD
R10179,POL14086,06/07/2025,"₦45,000",USSD
R10180,POL14086,11/07/2026,90000,Card
R10181,POL14088,31/12/2021,"₦90,000",Cash
R10182,POL14089,24/04/2024,60000,USSD
R10183,POL14092,07/10/2023,60000,Cash
R10184,POL14092,16/10/2024,45000,Card
R10185,POL14093,13/06/2021,60000,USSD
R10186,POL14095,15/07/2023,"₦45,000",USSD
R10187,POL14096,22/04/2027,60000,Cash
R10188,POL14099,02/07/2026,60000,Transfer
R10189,POL14099,23/06/2027,120000,Transfer
R10190,POL14100,13/10/2021,90000,USSD
R10191,POL14101,27/07/2026,45000,USSD
R10192,POL14102,19/06/2023,45000,Card
R10193,POL14103,30/09/2023,180000,Card
R10194,POL14105,15/02/2027,45000,Transfer
R10195,POL14106,12/02/2021,180000,Cash
R10196,POL14107,28/07/2025,180000,USSD
R10197,POL14107,11/07/2026,180000,Cash
R10198,POL14108,06/04/2025,60000,Transfer
R10199,POL14109,24/09/2025,90000,Card
R10200,POL14111,03/09/2024,45000,Cash
R10201,POL14111,30/08/2025,,USSD
R10202,POL14113,04/05/2025,60000,Transfer
R10203,POL14115,16/03/2027,60000,Card
R10204,POL14118,08/01/2022,120000,Cash
R10205,POL14118,31/01/2023,"₦120,000",Cash
R10206,POL14120,14/09/2026,180000,Cash
R10207,POL14121,01/11/2023,45000,Card
R10208,POL14122,07/01/2025,180000,USSD
R10209,POL14122,17/01/2026,45000,Transfer
R10210,POL14123,25/08/2022,60000,Card
R10211,POL14124,01/02/2023,90000,Card
R10212,POL14126,20/05/2026,180000,Card
R10213,POL14127,23/03/2024,120000,Cash
R10214,POL14127,09/03/2025,60000,Card
R10215,POL14128,01/11/2021,"₦120,000",Transfer
R10216,POL14128,01/11/2022,120000,Card
R10217,POL14133,22/11/2024,45000,USSD
R10218,POL14134,31/07/2024,"₦180,000",Transfer
R10219,POL14134,27/08/2025,90000,Card
R10220,POL14135,15/06/2024,180000,Cash
R10221,POL14136,22/06/2023,,Card
R10222,POL14138,08/10/2026,90000,USSD
R10223,POL14138,26/09/2027,180000,Cash
R10224,POL14139,11/02/2023,,Transfer
R10225,POL14141,22/05/2021,120000,USSD
R10226,POL14143,14/08/2020,120000,USSD
R10227,POL14144,17/10/2025,120000,Transfer
R10228,POL14145,01/02/2026,"₦90,000",Card
R10229,POL14146,17/06/2022,"₦90,000",Card
R10230,POL14146,19/06/2023,"₦45,000",Cash
R10231,POL14147,05/03/2021,"₦120,000",Card
R10232,POL14147,11/03/2022,45000,Cash
R10233,POL14150,27/11/2025,"₦60,000",Card
R10234,POL14152,16/04/2025,180000,Transfer
R10235,POL14157,10/01/2023,60000,Cash
R10236,POL14157,17/01/2024,45000,Card
R10237,POL14160,03/02/2025,"₦60,000",USSD
R10238,POL14161,15/09/2022,90000,USSD
R10239,POL14162,09/06/2024,90000,Cash
R10240,POL14162,08/06/2025,180000,Transfer
R10241,POL14163,26/07/2022,120000,Card
R10242,POL14165,06/08/2026,60000,USSD
R10243,POL14168,01/07/2025,45000,Card
R10244,POL14171,25/11/2020,60000,Transfer
R10245,POL14172,18/11/2021,45000,USSD
R10246,POL14173,03/02/2024,90000,USSD
R10247,POL14174,11/09/2025,180000,Cash
R10248,POL14174,13/09/2026,120000,Transfer
R10249,POL14175,12/11/2020,90000,Transfer
R10250,POL14177,30/05/2024,60000,Cash
R10251,POL14178,26/05/2022,60000,Cash
R10252,POL14179,23/11/2024,45000,Transfer
R10253,POL14180,09/10/2022,60000,Card
R10254,POL14184,22/11/2026,"₦180,000",Card
R10255,POL14186,14/08/2022,180000,Card
R10256,POL14188,29/01/2026,120000,USSD
R10257,POL14188,05/02/2027,120000,Transfer
R10258,POL14189,27/02/2027,120000,Cash
R10259,POL14190,10/05/2023,45000,USSD
R10260,POL14192,21/07/2023,45000,Card
R10261,POL14193,10/02/2024,180000,USSD
R10262,POL14194,26/10/2023,45000,USSD
R10263,POL14195,01/02/2024,,Card
R10264,POL14196,05/11/2022,90000,Card
R10265,POL14198,23/11/2021,"₦120,000",Transfer
R10266,POL14199,18/12/2021,"₦90,000",Cash
R10267,POL14200,30/01/2027,90000,USSD
R10268,POL14203,18/08/2024,90000,Cash
R10269,POL14207,29/07/2023,120000,USSD
R10270,POL14207,23/08/2024,180000,Card
R10271,POL14208,15/10/2023,60000,Cash
R10272,POL14209,21/05/2023,45000,USSD
R10273,POL14210,30/12/2023,120000,Transfer
R10274,POL14212,22/12/2023,45000,Transfer
R10275,POL14213,15/05/2024,180000,Cash
R10276,POL14215,01/05/2022,90000,Transfer
R10277,POL14216,12/02/2023,45000,Card
R10278,POL14217,29/08/2026,120000,Card
R10279,POL14218,15/06/2026,60000,Cash
R10280,POL14220,12/09/2022,180000,Card
R10281,POL14222,03/06/2023,45000,USSD
R10282,POL14222,28/06/2024,180000,Transfer
R10283,POL14223,04/04/2023,120000,Cash
R10284,POL14228,15/04/2021,180000,Card
R10285,POL14229,24/11/2026,120000,Transfer
R10286,POL14230,18/05/2024,,Transfer
R10287,POL14232,10/11/2023,"₦90,000",Card
R10288,POL14232,14/11/2024,180000,Card
R10289,POL14233,03/09/2023,45000,Cash
R10290,POL14234,20/03/2025,45000,Cash
R10291,POL14234,28/03/2026,180000,USSD
R10292,POL14235,18/11/2022,120000,USSD
R10293,POL14236,02/03/2023,180000,Transfer
R10294,POL14239,05/08/2023,180000,Cash
R10295,POL14242,27/12/2024,45000,USSD
R10296,POL14244,21/02/2021,90000,Cash
R10297,POL14247,05/01/2026,90000,Card
R10298,POL14248,24/08/2027,45000,USSD
R10299,POL14249,13/11/2021,,USSD
R10300,POL14250,27/06/2023,180000,USSD
R10301,POL14251,23/09/2022,180000,Card
R10302,POL14254,15/03/2026,"₦60,000",Transfer
R10303,POL14255,05/10/2025,"₦120,000",Card
R10304,POL14256,26/02/2021,60000,Transfer
R10305,POL14260,01/06/2022,60000,USSD
R10306,POL14261,17/09/2021,120000,USSD
R10307,POL14262,04/06/2024,90000,Card
R10308,POL14263,14/09/2025,120000,USSD
R10309,POL14266,17/01/2026,,Cash
R10310,POL14268,02/04/2022,"₦60,000",Transfer
R10311,POL14268,23/04/2023,60000,USSD
R10312,POL14272,22/12/2025,"₦60,000",Transfer
R10313,POL14273,09/09/2021,180000,Cash
R10314,POL14275,05/11/2022,180000,Card
R10315,POL14275,27/11/2023,90000,USSD
R10316,POL14276,09/01/2026,60000,USSD
R10317,POL14277,07/05/2022,"₦90,000",Card
R10318,POL14277,25/04/2023,120000,Card
R10319,POL14278,24/04/2022,120000,USSD
R10320,POL14280,15/03/2026,45000,Transfer
R10321,POL14286,20/11/2025,90000,Card
R10322,POL14287,09/03/2025,"₦45,000",Transfer
R10323,POL14289,16/08/2025,"₦180,000",Cash
R10324,POL14290,01/07/2024,60000,Card
R10325,POL14291,04/05/2026,180000,Cash
R10326,POL14296,08/12/2022,90000,Transfer
R10327,POL14298,25/02/2025,60000,USSD
R10328,POL14299,11/08/2023,90000,USSD
R10329,POL14300,11/09/2021,90000,Cash
R10330,POL14301,05/12/2024,120000,Card
R10331,POL14301,08/12/2025,45000,Card
R10332,POL14303,11/03/2023,60000,Cash
R10333,POL14304,27/06/2024,45000,Cash
R10334,POL14305,09/11/2026,180000,Transfer
R10335,POL14306,05/04/2021,60000,USSD
R10336,POL14306,30/03/2022,120000,Transfer
R10337,POL14307,12/02/2024,45000,USSD
R10338,POL14309,23/02/2026,90000,Transfer
R10339,POL14312,31/12/2022,45000,Card
R10340,POL14312,25/12/2023,180000,Transfer
R10341,POL14315,30/03/2024,90000,Cash
R10342,POL14317,28/05/2023,90000,Card
R10343,POL14318,27/03/2023,180000,Cash
R10344,POL14319,16/07/2025,45000,Transfer
R10345,POL14322,11/09/2021,60000,USSD
R10346,POL14323,20/09/2025,45000,Card
R10347,POL14324,24/01/2021,60000,USSD
R10348,POL14325,13/08/2025,"₦60,000",Cash
R10349,POL14327,12/06/2025,"₦180,000",Transfer
R10350,POL14330,16/05/2024,90000,USSD
R10351,POL14338,19/03/2028,90000,Transfer
R10352,POL14338,05/03/2029,,USSD
R10353,POL14339,31/05/2023,45000,Card
R10354,POL14341,07/11/2023,120000,Cash
R10355,POL14342,28/03/2025,45000,USSD
R10356,POL14343,01/02/2024,180000,Transfer
R10357,POL14343,19/02/2025,120000,Transfer
R10358,POL14345,07/11/2026,45000,Transfer
R10359,POL14346,20/06/2024,"₦120,000",Cash
R10360,POL14347,14/02/2026,90000,Transfer
R10361,POL14348,06/07/2021,90000,USSD
R10362,POL14349,03/01/2025,180000,Transfer
R10363,POL14350,27/02/2026,90000,Card
R10364,POL14351,26/05/2022,"₦90,000",Cash
R10365,POL14352,03/02/2021,120000,Transfer
R10366,POL14353,24/04/2027,"₦90,000",Cash
R10367,POL14354,09/06/2024,45000,Card
R10368,POL14356,03/06/2023,90000,Transfer
R10369,POL14356,06/06/2024,60000,Cash
R10370,POL14357,06/10/2023,180000,USSD
R10371,POL14358,17/03/2023,,Transfer
R10372,POL14359,13/10/2024,180000,USSD
R10373,POL14360,13/04/2026,"₦120,000",Card
R10374,POL14361,22/08/2022,45000,Card
R10375,POL14362,27/09/2025,90000,USSD
R10376,POL14366,23/06/2025,120000,Card
R10377,POL14372,27/08/2022,60000,USSD
R10378,POL14374,12/06/2022,45000,Card
R10379,POL14375,29/05/2023,45000,USSD
R10380,POL14376,01/03/2023,"₦60,000",Card
R10381,POL14378,29/04/2026,45000,USSD
R10382,POL14380,17/07/2026,90000,Cash
R10383,POL14380,11/07/2027,180000,Card
R10384,POL14381,16/03/2024,45000,Transfer
R10385,POL14382,14/04/2024,"₦60,000",Transfer
R10386,POL14383,07/01/2025,180000,Transfer
R10387,POL14387,04/12/2025,90000,Transfer
R10388,POL14389,25/08/2025,45000,Card
R10389,POL14392,23/07/2023,90000,USSD
R10390,POL14393,05/04/2023,"₦90,000",Card
R10391,POL14393,06/04/2024,180000,Transfer
R10392,POL14394,13/10/2023,180000,Transfer
R10393,POL14395,25/03/2027,60000,USSD
R10394,POL14400,28/12/2023,180000,Transfer
R10395,POL14401,23/02/2021,"₦60,000",Cash
R10396,POL14402,12/02/2026,60000,Card
R10397,POL14405,14/05/2025,45000,Transfer
R10398,POL14408,22/09/2023,60000,Card
R10399,POL14409,20/11/2024,120000,Card
R10400,POL14410,07/04/2023,,Card
R10401,POL14414,26/11/2021,"₦45,000",USSD
R10402,POL14415,22/01/2022,120000,Cash
R10403,POL14418,19/07/2025,120000,Transfer
R10404,POL14420,24/03/2021,120000,Transfer
R10405,POL14423,24/06/2025,"₦60,000",Card
R10406,POL14424,21/04/2023,"₦60,000",Card
R10407,POL14424,14/04/2024,45000,Card
R10408,POL14426,07/02/2027,180000,Card
R10409,POL14426,27/01/2028,45000,Transfer
R10410,POL14427,11/09/2023,120000,Cash
R10411,POL14430,11/09/2024,180000,USSD
R10412,POL14431,24/08/2024,45000,Transfer
R10413,POL14432,27/05/2024,60000,Cash
R10414,POL14432,11/06/2025,60000,USSD
R10415,POL14433,25/02/2022,120000,Transfer
R10416,POL14434,02/10/2027,120000,Transfer
R10417,POL14434,15/09/2028,45000,USSD
R10418,POL14436,10/11/2025,120000,Card
R10419,POL14438,27/01/2024,180000,Cash
R10420,POL14439,15/04/2026,60000,Transfer
R10421,POL14440,31/01/2025,120000,Card
R10422,POL14440,31/01/2026,"₦45,000",USSD
R10423,POL14441,29/09/2021,60000,Transfer
R10424,POL14443,18/07/2026,45000,USSD
R10425,POL14444,27/03/2023,60000,Cash
R10426,POL14445,13/02/2026,,Card
R10427,POL14445,05/03/2027,120000,USSD
R10428,POL14446,10/05/2021,180000,Transfer
R10429,POL14447,10/09/2025,180000,Card
R10430,POL14450,16/11/2021,45000,Cash
R10431,POL14450,28/11/2022,60000,Cash
R10432,POL14451,27/06/2025,45000,Card
R10433,POL14452,29/04/2024,"₦60,000",Card
R10434,POL14453,16/04/2023,"₦60,000",Cash
R10435,POL14454,25/01/2021,180000,Transfer
R10436,POL14456,18/09/2022,90000,Transfer
R10437,POL14457,31/03/2026,90000,Card
R10438,POL14458,11/07/2025,180000,Transfer
R10439,POL14460,12/09/2024,180000,Transfer
R10440,POL14461,18/02/2026,90000,Card
R10441,POL14461,21/02/2027,"₦60,000",Cash
R10442,POL14463,15/12/2026,,Cash
R10443,POL14465,24/07/2022,"₦90,000",Card
R10444,POL14468,23/04/2025,90000,Transfer
R10445,POL14469,04/05/2025,45000,Cash
R10446,POL14470,27/08/2023,180000,Card
R10447,POL14470,29/08/2024,120000,Card
R10448,POL14471,29/10/2021,90000,Cash
R10449,POL14472,11/03/2023,60000,Cash
R10450,POL14472,15/02/2024,"₦180,000",Card
R10451,POL14473,02/07/2023,60000,Card
R10452,POL14474,14/11/2027,60000,Transfer
R10453,POL14475,02/01/2025,120000,Cash
R10454,POL14476,04/01/2026,90000,USSD
R10455,POL14480,11/06/2021,"₦90,000",Cash
R10456,POL14481,13/04/2027,"₦180,000",Transfer
R10457,POL14482,05/12/2026,90000,Transfer
R10458,POL14483,12/11/2024,45000,Cash
R10459,POL14486,20/06/2026,45000,Cash
R10460,POL14487,12/12/2021,60000,Transfer
R10461,POL14488,21/03/2022,120000,USSD
R10462,POL14488,05/03/2023,90000,USSD
R10463,POL14489,21/10/2027,"₦120,000",Transfer
R10464,POL14489,29/10/2028,90000,Card
R10465,POL14490,02/07/2024,60000,Cash
R10466,POL14491,27/12/2024,120000,Cash
R10467,POL14492,20/12/2022,"₦45,000",Card
R10468,POL14493,22/04/2025,45000,Card
R10469,POL14494,25/01/2025,180000,Transfer
R10470,POL14494,12/02/2026,45000,Card
R10471,POL14496,06/11/2026,180000,Cash
R10472,POL14498,24/09/2023,60000,Transfer
R10473,POL14498,25/09/2024,"₦120,000",Card
R10474,POL14499,01/02/2027,45000,Cash
R10475,POL14501,10/01/2022,"₦60,000",Card
R10476,POL14501,14/12/2022,90000,USSD
R10477,POL14502,26/08/2027,45000,Transfer
R10478,POL14504,25/05/2022,120000,USSD
R10479,POL14506,14/01/2023,90000,USSD
R10480,POL14507,25/01/2026,"₦90,000",Cash
R10481,POL14508,18/05/2023,90000,Card
R10482,POL14509,01/12/2024,180000,USSD
R10483,POL14509,13/12/2025,120000,Transfer
R10484,POL14510,08/05/2024,45000,USSD
R10485,POL14511,20/10/2024,90000,USSD
R10486,POL14512,24/08/2025,"₦90,000",Cash
R10487,POL14513,10/04/2026,"₦120,000",USSD
R10488,POL14515,12/08/2026,90000,Card
R10489,POL14516,01/03/2024,"₦90,000",USSD
R10490,POL14517,17/10/2024,180000,Transfer
R10491,POL14517,22/09/2025,120000,USSD
R10492,POL14518,28/12/2024,60000,Cash
R10493,POL14519,09/02/2024,"₦90,000",Card
R10494,POL14521,25/02/2024,180000,Transfer
R10495,POL14521,15/02/2025,90000,Transfer
R10496,POL14522,11/03/2022,120000,USSD
R10497,POL14525,06/01/2026,45000,Transfer
R10498,POL14527,05/10/2022,45000,Transfer
R10499,POL14528,05/05/2022,45000,Cash
R10500,POL14530,19/05/2027,180000,Cash
R10501,POL14531,17/02/2023,90000,Cash
R10502,POL14532,25/08/2023,60000,USSD
R10503,POL14533,23/11/2026,120000,Transfer
R10504,POL14536,18/01/2023,60000,Cash
R10505,POL14537,15/07/2022,"₦180,000",Card
R10506,POL14539,09/10/2023,120000,Card
R10507,POL14540,13/12/2023,"₦120,000",Cash
R10508,POL14541,04/09/2023,180000,Cash
R10509,POL14542,10/05/2022,45000,Cash
R10510,POL14548,01/01/2025,120000,Card
R10511,POL14550,20/06/2027,180000,USSD
R10512,POL14551,16/08/2022,90000,USSD
R10513,POL14551,19/07/2023,90000,Card
R10514,POL14552,17/01/2025,90000,Transfer
R10515,POL14554,16/07/2026,60000,Cash
R10516,POL14555,06/04/2027,120000,Cash
R10517,POL14555,02/04/2028,90000,Card
R10518,POL14557,24/11/2021,"₦180,000",Transfer
R10519,POL14557,15/11/2022,90000,USSD
R10520,POL14559,15/12/2026,60000,Cash
R10521,POL14559,04/01/2028,"₦180,000",Cash
R10522,POL14560,15/12/2025,120000,Cash
R10523,POL14561,14/04/2023,"₦180,000",Cash
R10524,POL14562,27/05/2027,60000,Card
R10525,POL14563,13/05/2027,120000,Transfer
R10526,POL14564,02/06/2026,90000,Card
R10527,POL14564,01/06/2027,180000,Transfer
R10528,POL14565,27/07/2023,60000,Transfer
R10529,POL14566,02/07/2022,45000,USSD
R10530,POL14569,30/04/2024,120000,Card
R10531,POL14570,14/09/2023,180000,Card
R10532,POL14572,30/12/2023,"₦45,000",USSD
R10533,POL14573,13/05/2022,"₦120,000",Cash
R10534,POL14575,14/04/2026,120000,USSD
R10535,POL14575,14/04/2027,90000,Transfer
R10536,POL14576,22/11/2026,90000,USSD
R10537,POL14580,29/03/2022,90000,USSD
R10538,POL14581,14/06/2028,"₦60,000",Card
R10539,POL14582,16/09/2022,120000,USSD
R10540,POL14584,19/02/2025,90000,USSD
R10541,POL14585,12/12/2020,45000,Transfer
R10542,POL14586,11/11/2023,45000,USSD
R10543,POL14587,04/05/2022,45000,USSD
R10544,POL14587,27/04/2023,45000,Card
R10545,POL14590,01/11/2021,60000,Card
R10546,POL14590,22/11/2022,180000,Cash
R10547,POL14596,15/06/2023,60000,Cash
R10548,POL14597,16/05/2021,180000,USSD
R10549,POL14598,21/02/2025,180000,Card
R10550,POL14598,10/03/2026,180000,Cash
R10551,POL14599,21/01/2025,60000,Cash
R10552,POL14600,17/02/2025,120000,Cash
R10553,POL14601,04/03/2022,120000,Cash
R10554,POL14601,25/02/2023,"₦120,000",Card
R10555,POL14602,25/07/2026,180000,Card
R10556,POL14603,06/01/2024,180000,Card
R10557,POL14605,08/06/2024,45000,Cash
R10558,POL14606,11/11/2023,60000,Transfer
R10559,POL14607,16/06/2027,120000,Cash
R10560,POL14608,30/01/2023,60000,Card
R10561,POL14612,28/05/2021,180000,USSD
R10562,POL14613,21/05/2023,180000,Cash
R10563,POL14614,04/06/2021,45000,USSD
R10564,POL14615,20/10/2022,45000,USSD
R10565,POL14617,15/11/2023,45000,Cash
R10566,POL14617,04/11/2024,180000,Cash
R10567,POL14618,23/05/2024,"₦120,000",Transfer
R10568,POL14620,04/05/2022,"₦120,000",USSD
R10569,POL14620,23/04/2023,60000,Card
R10570,POL14624,13/10/2022,90000,USSD
R10571,POL14626,06/09/2026,"₦45,000",USSD
R10572,POL14627,03/11/2024,45000,Card
R10573,POL14627,28/10/2025,45000,Cash
R10574,POL14629,27/11/2025,90000,Transfer
R10575,POL14630,19/03/2022,45000,Card
R10576,POL14632,25/08/2023,60000,Cash
R10577,POL14633,14/01/2023,120000,Card
R10578,POL14638,06/11/2023,45000,Cash
R10579,POL14640,10/09/2023,90000,USSD
R10580,POL14642,24/08/2025,90000,Transfer
R10581,POL14643,14/10/2024,"₦60,000",Transfer
R10582,POL14644,24/10/2023,90000,Transfer
R10583,POL14646,09/08/2023,120000,Card
R10584,POL14647,22/07/2023,180000,Transfer
R10585,POL14648,04/06/2023,45000,Transfer
R10586,POL14650,26/09/2024,45000,Transfer
R10587,POL14651,04/02/2025,180000,Card
R10588,POL14653,01/04/2023,45000,Transfer
R10589,POL14654,21/07/2026,60000,USSD
R10590,POL14654,09/08/2027,60000,Card
R10591,POL14655,08/10/2023,60000,Card
R10592,POL14656,31/07/2024,90000,Transfer
R10593,POL14658,05/04/2024,60000,Card
R10594,POL14659,29/06/2027,"₦45,000",USSD
R10595,POL14659,29/06/2028,45000,Cash
R10596,POL14660,23/05/2026,60000,USSD
R10597,POL14661,09/06/2024,60000,Transfer
R10598,POL14662,26/10/2025,120000,Transfer
R10599,POL14663,17/05/2025,45000,Cash
R10600,POL14664,02/08/2022,60000,Transfer
R10601,POL14665,02/12/2025,60000,USSD
R10602,POL14668,25/06/2023,"₦45,000",Transfer
R10603,POL14670,03/09/2026,90000,Card
R10604,POL14671,19/04/2024,90000,USSD
R10605,POL14671,06/05/2025,60000,Transfer
R10606,POL14672,16/04/2025,90000,Card
R10607,POL14673,22/07/2024,120000,Transfer
R10608,POL14675,15/12/2021,"₦45,000",Transfer
R10609,POL14675,19/11/2022,,Card
R10610,POL14677,17/12/2023,90000,USSD
R10611,POL14679,22/10/2021,180000,Transfer
R10612,POL14679,11/10/2022,180000,Cash
R10613,POL14680,05/08/2026,180000,Card
R10614,POL14681,15/08/2024,180000,USSD
R10615,POL14682,18/09/2022,180000,Card
R10616,POL14683,10/08/2022,45000,Cash
R10617,POL14683,23/08/2023,45000,Transfer
R10618,POL14685,22/11/2024,180000,Transfer
R10619,POL14687,18/09/2021,"₦60,000",Cash
R10620,POL14687,24/09/2022,60000,Transfer
R10621,POL14688,28/11/2024,"₦45,000",Transfer
R10622,POL14689,22/07/2023,90000,Card
R10623,POL14690,02/09/2027,60000,Transfer
R10624,POL14690,20/09/2028,180000,USSD
R10625,POL14692,20/05/2027,180000,Transfer
R10626,POL14693,26/05/2025,90000,Cash
R10627,POL14695,12/05/2023,180000,Transfer
R10628,POL14696,15/01/2022,180000,Card
R10629,POL14697,06/03/2024,45000,Card
R10630,POL14697,09/03/2025,60000,USSD
R10631,POL14699,12/06/2028,60000,USSD
R10632,POL14700,16/03/2022,60000,Cash
R10633,POL14701,02/07/2022,180000,USSD
R10634,POL14702,06/11/2022,45000,Transfer
R10635,POL14703,15/03/2023,60000,Card
R10636,POL14707,06/01/2023,45000,USSD
R10637,POL14708,19/09/2022,60000,Cash
R10638,POL14708,27/09/2023,90000,Transfer
R10639,POL14709,06/04/2024,,Cash
R10640,POL14710,15/08/2024,60000,USSD
R10641,POL14711,27/06/2026,120000,USSD
R10642,POL14711,19/06/2027,45000,Card
R10643,POL14712,04/11/2021,120000,Card
R10644,POL14713,18/03/2022,90000,Card
R10645,POL14714,13/07/2022,120000,Transfer
R10646,POL14716,05/03/2026,180000,USSD
R10647,POL14718,24/11/2025,"₦90,000",Cash
R10648,POL14718,30/11/2026,,USSD
R10649,POL14722,01/06/2024,60000,Card
R10650,POL14722,20/06/2025,60000,Cash
R10651,POL14723,20/06/2023,90000,USSD
R10652,POL14723,02/07/2024,120000,Card
R10653,POL14724,14/04/2023,60000,Transfer
R10654,POL14726,12/09/2026,180000,Transfer
R10655,POL14727,23/07/2024,120000,Cash
R10656,POL14728,22/09/2024,90000,Card
R10657,POL14729,23/10/2022,60000,Cash
R10658,POL14732,02/04/2023,45000,Cash
R10659,POL14733,11/08/2024,60000,Cash
R10660,POL14734,16/09/2024,,Transfer
R10661,POL14734,17/09/2025,180000,Transfer
R10662,POL14736,12/04/2026,90000,Cash
R10663,POL14737,27/09/2022,,Cash
R10664,POL14738,12/03/2027,45000,Card
R10665,POL14739,17/08/2023,45000,Transfer
R10666,POL14739,21/07/2024,90000,USSD
R10667,POL14740,17/11/2021,180000,Cash
R10668,POL14744,16/02/2021,180000,USSD
R10669,POL14745,16/10/2025,,Card
R10670,POL14746,06/06/2023,60000,Transfer
R10671,POL14747,04/03/2024,60000,Transfer
R10672,POL14748,21/02/2026,120000,Transfer
R10673,POL14748,17/02/2027,90000,Card
R10674,POL14750,08/03/2027,"₦60,000",Card
R10675,POL14751,08/04/2028,60000,Card
R10676,POL14752,12/09/2024,45000,Transfer
R10677,POL14754,14/02/2024,45000,Card
R10678,POL14754,03/02/2025,60000,Cash
R10679,POL14755,19/08/2025,120000,USSD
R10680,POL14756,28/04/2027,,Transfer
R10681,POL14758,30/11/2020,120000,USSD
R10682,POL14759,22/11/2024,90000,Transfer
R10683,POL14762,20/05/2024,45000,USSD
R10684,POL14763,14/04/2024,60000,USSD
R10685,POL14764,04/06/2026,180000,USSD
R10686,POL14766,27/12/2025,90000,Transfer
R10687,POL14767,17/06/2022,180000,Card
R10688,POL14768,22/08/2026,90000,USSD
R10689,POL14770,28/08/2024,120000,USSD
R10690,POL14772,29/10/2026,90000,USSD
R10691,POL14773,29/05/2026,"₦90,000",Transfer
R10692,POL14774,17/04/2025,180000,USSD
R10693,POL14775,04/10/2025,60000,Transfer
R10694,POL14777,23/06/2022,120000,Cash
R10695,POL14778,09/12/2025,120000,Card
R10696,POL14779,03/04/2023,90000,Card
R10697,POL14780,15/09/2022,60000,USSD
R10698,POL14780,03/09/2023,,Cash
R10699,POL14781,21/03/2024,60000,Cash
R10700,POL14782,23/11/2026,"₦180,000",Transfer
R10701,POL14782,19/11/2027,180000,Transfer
R10702,POL14784,13/11/2026,,Cash
R10703,POL14789,31/07/2021,90000,Cash
R10704,POL14789,09/07/2022,"₦60,000",Card
R10705,POL14790,30/04/2025,90000,Transfer
R10706,POL14791,03/10/2024,,USSD
R10707,POL14792,06/04/2027,180000,USSD
R10708,POL14792,07/04/2028,120000,Cash
R10709,POL14793,12/09/2022,120000,USSD
R10710,POL14795,17/07/2023,120000,USSD
R10711,POL14796,30/03/2026,45000,Card
R10712,POL14797,17/07/2022,60000,Transfer
R10713,POL14798,22/06/2025,90000,USSD
R10714,POL14800,03/06/2025,120000,Transfer
R10715,POL14801,24/12/2022,120000,Card
R10716,POL14802,03/09/2022,120000,Cash
R10717,POL14803,01/02/2026,180000,Cash
R10718,POL14804,03/09/2023,45000,Card
R10719,POL14804,22/08/2024,"₦180,000",Cash
R10720,POL14807,17/07/2025,45000,Transfer
R10721,POL14809,14/12/2023,120000,Card
R10722,POL14810,22/04/2021,120000,Card
R10723,POL14811,13/03/2025,120000,Cash
R10724,POL14812,01/09/2022,180000,USSD
R10725,POL14813,14/02/2026,45000,Cash
R10726,POL14814,13/08/2023,180000,USSD
R10727,POL14818,08/08/2022,45000,USSD
R10728,POL14818,13/08/2023,45000,USSD
R10729,POL14819,11/04/2021,60000,Card
R10730,POL14819,24/04/2022,60000,Transfer
R10731,POL14822,12/02/2024,45000,Transfer
