IncidentID,ClaimID,IncidentDate,IncidentType,Severity,Description
INC04315,CLM02265,01/08/2022,Theft,Low,Severe flood in property
INC04316,CLM02266,24/01/2025,Theft,Low,Stolen belongings reported
INC04317,CLM02266,13/02/2025,Flood Damage,Low,Severe flood in property
INC04318,CLM02267,15/01/2021,Theft,Low,Broken window and missing items
INC04319,CLM02267,07/01/2021,Collision,Medium,Severe flood in property
INC04320,CLM02268,07/05/2022,Water Leakage,Low,Severe flood in property
INC04321,CLM02268,20/05/2022,Theft,Low,Stolen belongings reported
INC04322,CLM02269,20/02/2025,Road Accident,High,Smoke damage to living room
INC04323,CLM02269,19/02/2025,Water Leakage,Low,Broken window and missing items
INC04324,CLM02270,28/11/2023,Electrical Surge,High,Minor scratch
INC04325,CLM02270,10/12/2023,Burglary,Medium,Minor scratch
INC04326,CLM02271,04/09/2023,Electrical Surge,Low,Severe flood in property
INC04327,CLM02271,07/09/2023,Collision,Low,Engine damage reported
INC04328,CLM02271,17/08/2023,Burglary,Low,Engine damage reported
INC04329,CLM02272,13/11/2021,Collision,Low,Smoke damage to living room
INC04330,CLM02272,05/11/2021,Flood Damage,Low,Broken window and missing items
INC04331,CLM02273,01/06/2023,Road Accident,Medium,Vehicle collision on express road
INC04332,CLM02274,06/06/2021,Road Accident,Low,Admitted for 3 days
INC04333,CLM02274,19/05/2021,Theft,Medium,Engine damage reported
INC04334,CLM02275,05/11/2024,Medical Emergency,Low,Stolen belongings reported
INC04335,CLM02275,07/11/2024,Water Leakage,Medium,Vehicle collision on express road
INC04336,CLM02276,12/11/2023,Flood Damage,Medium,Minor scratch
INC04337,CLM02277,28/08/2021,Fire Outbreak,Medium,Stolen belongings reported
INC04338,CLM02277,01/09/2021,Electrical Surge,Medium,Minor scratch
INC04339,CLM02278,14/07/2025,Electrical Surge,Low,Water damage to electronics
INC04340,CLM02278,11/08/2025,Electrical Surge,High,Admitted for 3 days
INC04341,CLM02278,17/07/2025,Electrical Surge,High,Water damage to electronics
INC04342,CLM02279,07/06/2020,Fire Outbreak,Low,Engine damage reported
INC04343,CLM02279,20/05/2020,Medical Emergency,Low,Water damage to electronics
INC04344,CLM02280,20/09/2020,Electrical Surge,High,Engine damage reported
INC04345,CLM02280,10/09/2020,Burglary,Low,Admitted for 3 days
INC04346,CLM02281,13/08/2022,Burglary,Medium,Smoke damage to living room
INC04347,CLM02281,31/08/2022,Fire Outbreak,Low,Water damage to electronics
INC04348,CLM02281,27/08/2022,Flood Damage,Medium,Water damage to electronics
INC04349,CLM02282,14/06/2027,Theft,Low,Admitted for 3 days
INC04350,CLM02282,15/06/2027,Burglary,Low,Engine damage reported
INC04351,CLM02283,03/05/2020,Collision,Medium,Vehicle collision on express road
INC04352,CLM02283,22/05/2020,Medical Emergency,Low,Admitted for 3 days
INC04353,CLM02283,17/05/2020,Fire Outbreak,Low,Water damage to electronics
INC04354,CLM02284,20/10/2025,Theft,High,Broken window and missing items
INC04355,CLM02284,09/11/2025,Road Accident,Medium,Severe flood in property
INC04356,CLM02285,23/03/2025,Fire Outbreak,Low,Broken window and missing items
INC04357,CLM02285,06/04/2025,Burglary,Low,Engine damage reported
INC04358,CLM02286,03/02/2020,Road Accident,Medium,Engine damage reported
INC04359,CLM02286,25/01/2020,Water Leakage,Medium,Engine damage reported
INC04360,CLM02287,31/10/2025,Road Accident,Medium,Smoke damage to living room
INC04361,CLM02287,14/11/2025,Fire Outbreak,Medium,Broken window and missing items
INC04362,CLM02288,17/10/2025,Theft,High,Water damage to electronics
INC04363,CLM02288,11/09/2025,Medical Emergency,Low,Water damage to electronics
INC04364,CLM02289,15/11/2025,Theft,Medium,Broken window and missing items
INC04365,CLM02289,20/11/2025,Flood Damage,Low,Vehicle collision on express road
INC04366,CLM02290,20/07/2023,Medical Emergency,Low,Smoke damage to living room
INC04367,CLM02290,29/07/2023,Collision,Medium,Severe flood in property
INC04368,CLM02291,03/04/2022,Collision,Low,Stolen belongings reported
INC04369,CLM02291,15/04/2022,Burglary,Low,Admitted for 3 days
INC04370,CLM02292,14/06/2021,Water Leakage,Medium,Engine damage reported
INC04371,CLM02293,17/11/2022,Electrical Surge,High,Water damage to electronics
INC04372,CLM02293,24/11/2022,Water Leakage,Low,Admitted for 3 days
INC04373,CLM02294,20/04/2025,Electrical Surge,Low,Engine damage reported
INC04374,CLM02294,06/04/2025,Road Accident,Low,Vehicle collision on express road
INC04375,CLM02295,13/11/2021,Electrical Surge,High,Admitted for 3 days
INC04376,CLM02295,26/11/2021,Electrical Surge,Medium,Stolen belongings reported
INC04377,CLM02296,21/04/2024,Theft,Medium,Admitted for 3 days
INC04378,CLM02296,18/04/2024,Theft,Medium,Admitted for 3 days
INC04379,CLM02297,23/08/2020,Fire Outbreak,Low,Smoke damage to living room
INC04380,CLM02297,01/09/2020,Flood Damage,Medium,Vehicle collision on express road
INC04381,CLM02298,31/07/2022,Flood Damage,Low,Admitted for 3 days
INC04382,CLM02298,02/07/2022,Theft,Medium,Severe flood in property
INC04383,CLM02299,29/11/2023,Burglary,Low,Water damage to electronics
INC04384,CLM02299,18/11/2023,Flood Damage,Low,Severe flood in property
INC04385,CLM02300,13/10/2022,Collision,Medium,Smoke damage to living room
INC04386,CLM02301,18/01/2023,Flood Damage,Medium,Severe flood in property
INC04387,CLM02301,12/01/2023,Electrical Surge,Medium,Broken window and missing items
INC04388,CLM02301,26/01/2023,Flood Damage,Medium,Severe flood in property
INC04389,CLM02302,29/12/2023,Medical Emergency,High,Severe flood in property
INC04390,CLM02303,25/06/2022,Medical Emergency,Low,Broken window and missing items
INC04391,CLM02303,18/06/2022,Burglary,Low,Engine damage reported
INC04392,CLM02304,25/07/2021,Water Leakage,Medium,Water damage to electronics
INC04393,CLM02304,17/07/2021,Electrical Surge,High,Smoke damage to living room
INC04394,CLM02305,11/10/2024,Water Leakage,Low,Smoke damage to living room
INC04395,CLM02305,18/09/2024,Water Leakage,Low,Broken window and missing items
INC04396,CLM02306,08/01/2025,Medical Emergency,High,Stolen belongings reported
INC04397,CLM02306,06/01/2025,Electrical Surge,Low,Severe flood in property
INC04398,CLM02307,17/02/2024,Road Accident,Low,Smoke damage to living room
INC04399,CLM02307,09/02/2024,Theft,High,Vehicle collision on express road
INC04400,CLM02307,01/02/2024,Flood Damage,Medium,Minor scratch
INC04401,CLM02308,25/10/2024,Fire Outbreak,Low,Water damage to electronics
INC04402,CLM02308,23/10/2024,Fire Outbreak,Medium,Admitted for 3 days
INC04403,CLM02309,24/06/2025,Water Leakage,Low,Minor scratch
INC04404,CLM02309,03/06/2025,Medical Emergency,Low,Water damage to electronics
INC04405,CLM02309,03/06/2025,Medical Emergency,Low,Engine damage reported
INC04406,CLM02310,27/10/2023,Electrical Surge,Low,Broken window and missing items
INC04407,CLM02310,20/11/2023,Burglary,Low,Broken window and missing items
INC04408,CLM02311,04/05/2022,Electrical Surge,Medium,Water damage to electronics
INC04409,CLM02311,14/05/2022,Water Leakage,Low,Broken window and missing items
INC04410,CLM02312,05/09/2021,Water Leakage,Medium,Vehicle collision on express road
INC04411,CLM02312,09/09/2021,Fire Outbreak,Medium,Admitted for 3 days
INC04412,CLM02312,23/09/2021,Medical Emergency,High,Stolen belongings reported
INC04413,CLM02313,18/01/2021,Electrical Surge,Low,Broken window and missing items
INC04414,CLM02314,05/03/2025,Water Leakage,Medium,Water damage to electronics
INC04415,CLM02314,28/02/2025,Flood Damage,Low,Engine damage reported
INC04416,CLM02315,18/06/2025,Medical Emergency,Medium,Broken window and missing items
INC04417,CLM02316,16/01/2022,Collision,Low,Stolen belongings reported
INC04418,CLM02317,19/01/2022,Burglary,Low,Engine damage reported
INC04419,CLM02317,13/01/2022,Road Accident,Medium,Vehicle collision on express road
INC04420,CLM02317,29/01/2022,Flood Damage,Low,Admitted for 3 days
INC04421,CLM02318,02/01/2022,Flood Damage,Low,Minor scratch
INC04422,CLM02318,21/01/2022,Road Accident,Medium,Vehicle collision on express road
INC04423,CLM02319,21/06/2026,Water Leakage,Medium,Minor scratch
INC04424,CLM02319,05/07/2026,Flood Damage,Low,Smoke damage to living room
INC04425,CLM02320,17/06/2022,Electrical Surge,Medium,Water damage to electronics
INC04426,CLM02320,20/05/2022,Water Leakage,Medium,Water damage to electronics
INC04427,CLM02320,22/05/2022,Water Leakage,Medium,Smoke damage to living room
INC04428,CLM02321,21/11/2026,Road Accident,Medium,Water damage to electronics
INC04429,CLM02321,26/10/2026,Theft,Low,Admitted for 3 days
INC04430,CLM02322,17/02/2023,Road Accident,Low,Engine damage reported
INC04431,CLM02323,12/11/2024,Road Accident,Medium,Minor scratch
INC04432,CLM02323,11/10/2024,Water Leakage,Low,Stolen belongings reported
INC04433,CLM02323,23/10/2024,Burglary,High,Stolen belongings reported
INC04434,CLM02324,18/08/2024,Fire Outbreak,High,Minor scratch
INC04435,CLM02325,17/10/2021,Burglary,Low,Vehicle collision on express road
INC04436,CLM02326,16/05/2023,Fire Outbreak,Low,Water damage to electronics
INC04437,CLM02327,10/08/2021,Flood Damage,Low,Water damage to electronics
INC04438,CLM02328,01/02/2021,Burglary,Medium,Water damage to electronics
INC04439,CLM02328,23/01/2021,Water Leakage,Low,Vehicle collision on express road
INC04440,CLM02328,07/01/2021,Medical Emergency,Low,Smoke damage to living room
INC04441,CLM02329,14/11/2022,Flood Damage,Low,Admitted for 3 days
INC04442,CLM02330,30/04/2025,Road Accident,Medium,Stolen belongings reported
INC04443,CLM02330,09/05/2025,Theft,Low,Water damage to electronics
INC04444,CLM02330,19/04/2025,Fire Outbreak,Medium,Broken window and missing items
INC04445,CLM02331,20/11/2024,Road Accident,Medium,Minor scratch
INC04446,CLM02332,07/10/2020,Burglary,Medium,Water damage to electronics
INC04447,CLM02332,30/10/2020,Medical Emergency,Medium,Severe flood in property
INC04448,CLM02333,10/05/2021,Burglary,Low,Admitted for 3 days
INC04449,CLM02333,01/05/2021,Road Accident,Medium,Water damage to electronics
INC04450,CLM02334,20/02/2022,Road Accident,Low,Smoke damage to living room
INC04451,CLM02334,01/03/2022,Electrical Surge,Medium,Minor scratch
INC04452,CLM02335,10/04/2022,Road Accident,Medium,Water damage to electronics
INC04453,CLM02335,12/04/2022,Theft,Low,Engine damage reported
INC04454,CLM02336,11/12/2024,Flood Damage,Low,Broken window and missing items
INC04455,CLM02336,25/12/2024,Water Leakage,Low,Water damage to electronics
INC04456,CLM02337,10/06/2024,Medical Emergency,Low,Engine damage reported
INC04457,CLM02337,14/06/2024,Road Accident,Low,Engine damage reported
INC04458,CLM02338,05/10/2023,Electrical Surge,Low,Severe flood in property
INC04459,CLM02338,11/09/2023,Road Accident,Medium,Engine damage reported
INC04460,CLM02338,08/09/2023,Collision,Low,Broken window and missing items
INC04461,CLM02339,24/06/2022,Electrical Surge,Medium,Severe flood in property
INC04462,CLM02339,22/06/2022,Burglary,Low,Severe flood in property
INC04463,CLM02340,05/10/2025,Fire Outbreak,Low,Minor scratch
INC04464,CLM02340,10/09/2025,Road Accident,Medium,Stolen belongings reported
INC04465,CLM02340,06/10/2025,Theft,Low,Broken window and missing items
INC04466,CLM02341,18/04/2021,Water Leakage,High,Admitted for 3 days
INC04467,CLM02341,01/05/2021,Burglary,Low,Smoke damage to living room
INC04468,CLM02341,26/04/2021,Flood Damage,Medium,Severe flood in property
INC04469,CLM02342,22/08/2022,Medical Emergency,Medium,Broken window and missing items
INC04470,CLM02342,03/08/2022,Theft,Low,Broken window and missing items
INC04471,CLM02343,01/08/2021,Medical Emergency,Medium,Water damage to electronics
INC04472,CLM02343,13/07/2021,Road Accident,Medium,Broken window and missing items
INC04473,CLM02343,26/07/2021,Burglary,Low,Minor scratch
INC04474,CLM02344,21/05/2025,Water Leakage,Low,Engine damage reported
INC04475,CLM02344,11/06/2025,Electrical Surge,Low,Severe flood in property
INC04476,CLM02345,23/04/2026,Flood Damage,Low,Broken window and missing items
INC04477,CLM02346,11/12/2026,Medical Emergency,Medium,Minor scratch
INC04478,CLM02346,19/11/2026,Electrical Surge,High,Smoke damage to living room
INC04479,CLM02347,16/09/2025,Theft,Low,Broken window and missing items
INC04480,CLM02347,28/09/2025,Road Accident,Low,Vehicle collision on express road
INC04481,CLM02348,17/03/2022,Road Accident,Medium,Engine damage reported
INC04482,CLM02348,15/03/2022,Flood Damage,High,Minor scratch
INC04483,CLM02349,04/03/2021,Theft,Low,Stolen belongings reported
INC04484,CLM02349,22/02/2021,Medical Emergency,Low,Severe flood in property
INC04485,CLM02350,09/11/2023,Water Leakage,Medium,Broken window and missing items
INC04486,CLM02350,08/11/2023,Electrical Surge,High,Broken window and missing items
INC04487,CLM02351,15/08/2021,Theft,Medium,Stolen belongings reported
INC04488,CLM02351,05/08/2021,Medical Emergency,Medium,Smoke damage to living room
INC04489,CLM02352,23/10/2025,Water Leakage,Low,Broken window and missing items
INC04490,CLM02353,16/08/2020,Collision,High,Vehicle collision on express road
INC04491,CLM02353,25/08/2020,Fire Outbreak,Low,Vehicle collision on express road
INC04492,CLM02354,19/02/2025,Fire Outbreak,Low,Minor scratch
INC04493,CLM02354,12/02/2025,Medical Emergency,Low,Smoke damage to living room
INC04494,CLM02355,09/12/2025,Collision,High,Smoke damage to living room
INC04495,CLM02355,06/12/2025,Medical Emergency,Medium,Stolen belongings reported
INC04496,CLM02356,29/06/2022,Medical Emergency,High,Vehicle collision on express road
INC04497,CLM02357,03/08/2024,Electrical Surge,Low,Vehicle collision on express road
INC04498,CLM02358,06/01/2026,Burglary,High,Stolen belongings reported
INC04499,CLM02359,16/10/2024,Collision,High,Smoke damage to living room
INC04500,CLM02359,14/10/2024,Road Accident,Medium,Water damage to electronics
INC04501,CLM02359,01/11/2024,Medical Emergency,High,Minor scratch
INC04502,CLM02360,13/09/2023,Electrical Surge,Low,Water damage to electronics
INC04503,CLM02360,01/09/2023,Water Leakage,Low,Engine damage reported
INC04504,CLM02361,21/09/2022,Collision,High,Smoke damage to living room
INC04505,CLM02362,06/01/2025,Water Leakage,Medium,Water damage to electronics
INC04506,CLM02363,09/10/2021,Collision,Medium,Broken window and missing items
INC04507,CLM02363,14/10/2021,Flood Damage,Low,Water damage to electronics
INC04508,CLM02364,28/12/2020,Water Leakage,Medium,Vehicle collision on express road
INC04509,CLM02364,02/01/2021,Water Leakage,Low,Smoke damage to living room
INC04510,CLM02365,26/07/2022,Medical Emergency,Low,Severe flood in property
INC04511,CLM02365,24/07/2022,Road Accident,Medium,Broken window and missing items
INC04512,CLM02366,12/06/2022,Fire Outbreak,Low,Engine damage reported
INC04513,CLM02366,21/05/2022,Burglary,Medium,Smoke damage to living room
INC04514,CLM02367,22/07/2023,Burglary,Medium,Engine damage reported
INC04515,CLM02368,25/05/2020,Fire Outbreak,Low,Vehicle collision on express road
INC04516,CLM02368,08/05/2020,Burglary,Medium,Admitted for 3 days
INC04517,CLM02369,11/07/2020,Collision,Medium,Broken window and missing items
INC04518,CLM02369,09/08/2020,Water Leakage,Low,Stolen belongings reported
INC04519,CLM02370,28/03/2026,Medical Emergency,Low,Vehicle collision on express road
INC04520,CLM02370,11/03/2026,Medical Emergency,High,Admitted for 3 days
INC04521,CLM02370,12/04/2026,Burglary,Medium,Broken window and missing items
INC04522,CLM02371,13/03/2021,Theft,Medium,Vehicle collision on express road
INC04523,CLM02371,02/03/2021,Fire Outbreak,High,Vehicle collision on express road
INC04524,CLM02372,11/06/2025,Water Leakage,High,Admitted for 3 days
INC04525,CLM02373,19/02/2022,Water Leakage,Medium,Stolen belongings reported
INC04526,CLM02373,18/02/2022,Water Leakage,Low,Engine damage reported
INC04527,CLM02374,03/09/2024,Medical Emergency,Medium,Stolen belongings reported
INC04528,CLM02375,04/03/2026,Road Accident,Medium,Vehicle collision on express road
INC04529,CLM02375,04/04/2026,Burglary,Medium,Water damage to electronics
INC04530,CLM02376,14/05/2025,Collision,Low,Water damage to electronics
INC04531,CLM02376,01/05/2025,Theft,Medium,Admitted for 3 days
INC04532,CLM02377,25/12/2022,Theft,Low,Engine damage reported
INC04533,CLM02377,24/12/2022,Road Accident,Medium,Smoke damage to living room
INC04534,CLM02378,11/08/2025,Burglary,Low,Stolen belongings reported
INC04535,CLM02378,03/08/2025,Theft,Medium,Admitted for 3 days
INC04536,CLM02379,30/09/2022,Road Accident,High,Admitted for 3 days
INC04537,CLM02379,22/09/2022,Theft,High,Engine damage reported
INC04538,CLM02380,11/09/2022,Electrical Surge,Low,Water damage to electronics
INC04539,CLM02380,03/09/2022,Collision,Low,Vehicle collision on express road
INC04540,CLM02381,23/08/2023,Theft,Low,Broken window and missing items
INC04541,CLM02382,11/11/2021,Water Leakage,High,Severe flood in property
INC04542,CLM02382,18/11/2021,Flood Damage,Medium,Smoke damage to living room
INC04543,CLM02382,06/11/2021,Water Leakage,Low,Water damage to electronics
INC04544,CLM02383,05/03/2021,Water Leakage,Low,Stolen belongings reported
INC04545,CLM02383,18/02/2021,Electrical Surge,Medium,Water damage to electronics
INC04546,CLM02383,21/02/2021,Burglary,Medium,Admitted for 3 days
INC04547,CLM02384,08/06/2024,Water Leakage,Medium,Engine damage reported
INC04548,CLM02385,30/07/2020,Water Leakage,Low,Engine damage reported
INC04549,CLM02385,03/08/2020,Road Accident,Low,Vehicle collision on express road
INC04550,CLM02386,06/04/2022,Burglary,Medium,Vehicle collision on express road
INC04551,CLM02386,10/04/2022,Theft,Low,Broken window and missing items
INC04552,CLM02387,01/09/2022,Burglary,High,Broken window and missing items
INC04553,CLM02387,02/08/2022,Fire Outbreak,High,Stolen belongings reported
INC04554,CLM02388,25/11/2022,Theft,Medium,Admitted for 3 days
INC04555,CLM02389,25/07/2024,Road Accident,Low,Admitted for 3 days
INC04556,CLM02390,16/02/2023,Theft,Low,Water damage to electronics
INC04557,CLM02391,24/12/2023,Collision,Low,Severe flood in property
INC04558,CLM02391,14/12/2023,Electrical Surge,Low,Minor scratch
INC04559,CLM02392,29/01/2025,Water Leakage,High,Engine damage reported
INC04560,CLM02393,11/10/2023,Theft,Low,Water damage to electronics
INC04561,CLM02393,25/10/2023,Collision,Medium,Engine damage reported
INC04562,CLM02394,22/06/2025,Collision,Low,Engine damage reported
INC04563,CLM02394,09/07/2025,Fire Outbreak,Medium,Minor scratch
INC04564,CLM02395,15/08/2025,Flood Damage,Low,Severe flood in property
INC04565,CLM02395,14/08/2025,Flood Damage,Medium,Severe flood in property
INC04566,CLM02396,31/07/2025,Medical Emergency,Low,Stolen belongings reported
INC04567,CLM02396,16/07/2025,Burglary,High,Minor scratch
INC04568,CLM02397,24/09/2020,Medical Emergency,High,Water damage to electronics
INC04569,CLM02398,07/11/2024,Road Accident,Low,Smoke damage to living room
INC04570,CLM02399,01/09/2021,Electrical Surge,Low,Smoke damage to living room
INC04571,CLM02400,07/06/2024,Water Leakage,Medium,Broken window and missing items
INC04572,CLM02400,18/06/2024,Fire Outbreak,Low,Severe flood in property
INC04573,CLM02401,02/08/2022,Burglary,Medium,Stolen belongings reported
INC04574,CLM02402,17/08/2024,Electrical Surge,High,Engine damage reported
INC04575,CLM02402,13/07/2024,Fire Outbreak,Medium,Severe flood in property
INC04576,CLM02403,19/09/2023,Electrical Surge,Medium,Engine damage reported
INC04577,CLM02403,12/09/2023,Theft,Low,Minor scratch
INC04578,CLM02404,03/12/2023,Flood Damage,Low,Stolen belongings reported
INC04579,CLM02404,12/12/2023,Burglary,Medium,Broken window and missing items
INC04580,CLM02404,31/12/2023,Theft,Medium,Severe flood in property
INC04581,CLM02405,31/12/2024,Road Accident,Low,Engine damage reported
INC04582,CLM02405,23/01/2025,Theft,High,Vehicle collision on express road
INC04583,CLM02405,14/01/2025,Electrical Surge,Medium,Smoke damage to living room
INC04584,CLM02406,25/08/2023,Theft,Medium,Engine damage reported
INC04585,CLM02407,31/05/2023,Road Accident,High,Water damage to electronics
INC04586,CLM02407,03/07/2023,Medical Emergency,Low,Minor scratch
INC04587,CLM02408,07/05/2021,Collision,Medium,Engine damage reported
INC04588,CLM02408,15/04/2021,Collision,Medium,Water damage to electronics
INC04589,CLM02409,17/10/2022,Medical Emergency,Medium,Vehicle collision on express road
INC04590,CLM02409,02/10/2022,Water Leakage,High,Minor scratch
INC04591,CLM02409,28/10/2022,Theft,Low,Engine damage reported
INC04592,CLM02410,21/11/2020,Theft,Low,Vehicle collision on express road
INC04593,CLM02411,15/01/2021,Road Accident,High,Stolen belongings reported
INC04594,CLM02411,23/01/2021,Fire Outbreak,Low,Smoke damage to living room
INC04595,CLM02412,10/10/2024,Theft,Low,Vehicle collision on express road
INC04596,CLM02412,01/10/2024,Medical Emergency,High,Minor scratch
INC04597,CLM02413,05/11/2020,Fire Outbreak,Low,Admitted for 3 days
INC04598,CLM02413,30/10/2020,Theft,High,Admitted for 3 days
INC04599,CLM02413,31/10/2020,Flood Damage,Medium,Stolen belongings reported
INC04600,CLM02414,07/10/2026,Road Accident,High,Water damage to electronics
INC04601,CLM02415,01/04/2023,Water Leakage,Medium,Vehicle collision on express road
INC04602,CLM02416,18/10/2021,Flood Damage,Medium,Water damage to electronics
INC04603,CLM02417,22/06/2024,Flood Damage,Low,Vehicle collision on express road
INC04604,CLM02417,19/06/2024,Burglary,Medium,Broken window and missing items
INC04605,CLM02418,01/07/2022,Medical Emergency,Low,Smoke damage to living room
INC04606,CLM02419,11/12/2022,Water Leakage,Medium,Minor scratch
INC04607,CLM02419,27/12/2022,Electrical Surge,Low,Severe flood in property
INC04608,CLM02420,06/03/2022,Medical Emergency,Low,Vehicle collision on express road
INC04609,CLM02421,05/06/2025,Theft,High,Smoke damage to living room
INC04610,CLM02422,09/06/2026,Fire Outbreak,Low,Stolen belongings reported
INC04611,CLM02422,05/06/2026,Flood Damage,Low,Engine damage reported
INC04612,CLM02423,26/08/2021,Water Leakage,Medium,Minor scratch
INC04613,CLM02423,18/08/2021,Water Leakage,High,Stolen belongings reported
INC04614,CLM02424,11/07/2025,Electrical Surge,High,Severe flood in property
INC04615,CLM02424,19/07/2025,Medical Emergency,High,Water damage to electronics
INC04616,CLM02425,15/10/2022,Collision,Medium,Vehicle collision on express road
INC04617,CLM02426,22/09/2022,Electrical Surge,Medium,Minor scratch
INC04618,CLM02426,22/10/2022,Burglary,Medium,Severe flood in property
INC04619,CLM02427,26/11/2021,Flood Damage,Medium,Stolen belongings reported
INC04620,CLM02427,14/12/2021,Water Leakage,Medium,Vehicle collision on express road
INC04621,CLM02428,03/03/2023,Collision,High,Admitted for 3 days
INC04622,CLM02429,18/04/2022,Water Leakage,Low,Stolen belongings reported
INC04623,CLM02430,12/12/2024,Flood Damage,Low,Broken window and missing items
INC04624,CLM02430,04/12/2024,Road Accident,Low,Severe flood in property
INC04625,CLM02431,16/10/2025,Collision,Medium,Stolen belongings reported
INC04626,CLM02431,29/10/2025,Theft,Low,Minor scratch
INC04627,CLM02432,11/05/2023,Medical Emergency,Low,Admitted for 3 days
INC04628,CLM02432,02/05/2023,Flood Damage,Medium,Smoke damage to living room
INC04629,CLM02432,04/05/2023,Theft,Low,Severe flood in property
INC04630,CLM02433,08/07/2025,Theft,Low,Minor scratch
INC04631,CLM02433,28/07/2025,Burglary,Medium,Admitted for 3 days
INC04632,CLM02434,03/04/2023,Burglary,Low,Vehicle collision on express road
INC04633,CLM02434,29/03/2023,Medical Emergency,High,Vehicle collision on express road
INC04634,CLM02435,01/02/2024,Burglary,Medium,Stolen belongings reported
INC04635,CLM02435,12/02/2024,Water Leakage,Medium,Water damage to electronics
INC04636,CLM02436,13/04/2024,Fire Outbreak,Low,Minor scratch
INC04637,CLM02436,18/04/2024,Theft,Medium,Severe flood in property
INC04638,CLM02437,27/02/2023,Electrical Surge,Medium,Engine damage reported
INC04639,CLM02438,01/04/2023,Water Leakage,Low,Broken window and missing items
INC04640,CLM02439,30/06/2027,Medical Emergency,Low,Admitted for 3 days
INC04641,CLM02439,06/06/2027,Medical Emergency,High,Severe flood in property
INC04642,CLM02440,29/08/2024,Medical Emergency,Medium,Water damage to electronics
INC04643,CLM02440,02/09/2024,Medical Emergency,High,Engine damage reported
INC04644,CLM02441,04/08/2021,Fire Outbreak,High,Smoke damage to living room
INC04645,CLM02441,27/08/2021,Collision,Medium,Stolen belongings reported
INC04646,CLM02442,14/03/2021,Water Leakage,Low,Minor scratch
INC04647,CLM02442,28/03/2021,Collision,Medium,Admitted for 3 days
INC04648,CLM02443,14/08/2021,Fire Outbreak,Low,Admitted for 3 days
INC04649,CLM02443,22/07/2021,Road Accident,High,Water damage to electronics
INC04650,CLM02444,23/10/2023,Burglary,Low,Severe flood in property
INC04651,CLM02445,31/12/2025,Flood Damage,Medium,Vehicle collision on express road
INC04652,CLM02445,09/01/2026,Road Accident,Medium,Engine damage reported
INC04653,CLM02446,03/03/2025,Theft,Low,Broken window and missing items
INC04654,CLM02446,05/02/2025,Burglary,Medium,Vehicle collision on express road
INC04655,CLM02447,14/09/2024,Electrical Surge,Low,Broken window and missing items
INC04656,CLM02448,19/09/2024,Theft,Medium,Minor scratch
INC04657,CLM02448,23/09/2024,Collision,Low,Minor scratch
INC04658,CLM02448,06/10/2024,Electrical Surge,Medium,Severe flood in property
INC04659,CLM02449,07/11/2021,Water Leakage,High,Minor scratch
INC04660,CLM02449,07/11/2021,Theft,Low,Engine damage reported
INC04661,CLM02449,01/11/2021,Burglary,Low,Stolen belongings reported
INC04662,CLM02450,03/07/2022,Theft,Low,Minor scratch
INC04663,CLM02450,06/08/2022,Water Leakage,High,Stolen belongings reported
INC04664,CLM02451,28/05/2025,Medical Emergency,Medium,Stolen belongings reported
INC04665,CLM02451,22/05/2025,Flood Damage,Low,Engine damage reported
INC04666,CLM02451,01/06/2025,Water Leakage,Low,Severe flood in property
INC04667,CLM02452,21/08/2022,Flood Damage,Medium,Stolen belongings reported
INC04668,CLM02453,16/12/2022,Electrical Surge,Low,Minor scratch
INC04669,CLM02453,02/01/2023,Theft,Medium,Minor scratch
INC04670,CLM02453,27/12/2022,Fire Outbreak,High,Engine damage reported
INC04671,CLM02454,10/10/2023,Road Accident,Low,Vehicle collision on express road
INC04672,CLM02454,05/10/2023,Road Accident,Medium,Minor scratch
INC04673,CLM02454,19/10/2023,Fire Outbreak,Medium,Minor scratch
INC04674,CLM02455,22/04/2020,Medical Emergency,Medium,Severe flood in property
INC04675,CLM02455,25/04/2020,Fire Outbreak,High,Stolen belongings reported
INC04676,CLM02456,05/07/2026,Road Accident,Medium,Minor scratch
INC04677,CLM02456,26/06/2026,Burglary,Low,Water damage to electronics
INC04678,CLM02456,20/07/2026,Fire Outbreak,Medium,Stolen belongings reported
INC04679,CLM02457,16/07/2024,Road Accident,Medium,Smoke damage to living room
INC04680,CLM02457,12/07/2024,Fire Outbreak,Medium,Admitted for 3 days
INC04681,CLM02458,12/08/2025,Burglary,Low,Admitted for 3 days
INC04682,CLM02458,05/08/2025,Water Leakage,High,Severe flood in property
INC04683,CLM02459,04/04/2021,Water Leakage,Low,Engine damage reported
INC04684,CLM02460,20/02/2026,Road Accident,Low,Smoke damage to living room
INC04685,CLM02460,24/01/2026,Medical Emergency,Low,Smoke damage to living room
INC04686,CLM02461,13/10/2023,Water Leakage,Low,Severe flood in property
INC04687,CLM02461,28/10/2023,Burglary,High,Engine damage reported
INC04688,CLM02462,19/11/2023,Water Leakage,Low,Vehicle collision on express road
INC04689,CLM02463,10/01/2022,Collision,High,Stolen belongings reported
INC04690,CLM02464,26/04/2023,Medical Emergency,Low,Admitted for 3 days
INC04691,CLM02464,06/04/2023,Collision,Medium,Smoke damage to living room
INC04692,CLM02465,25/07/2024,Fire Outbreak,Medium,Minor scratch
INC04693,CLM02466,29/09/2024,Road Accident,Low,Smoke damage to living room
INC04694,CLM02466,13/10/2024,Collision,Low,Admitted for 3 days
